State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate
Michigan,Leelanau County,7915,8793,0,0.000
Michigan,Lenawee County,31539,20916,1,0.002
Michigan,Livingston County,76980,48218,2,0.001
Michigan,Luce County,2109,842,0,0.000
Michigan,Mackinac County,4258,2589,1,0.013
Michigan,Macomb County,264535,225561,5,0.001
Michigan,Manistee County,8321,6107,1,0.006
Michigan,Marquette County,16288,20465,2,0.005
Michigan,Mason County,10207,6802,1,0.005
Michigan,Mecosta County,13265,7373,0,0.000
Michigan,Menominee County,8120,4314,0,0.000
Michigan,Midland County,27706,20513,1,0.002
Michigan,Missaukee County,6648,1967,0,0.000
Michigan,Monroe County,52710,32975,0,0.000
Michigan,Montcalm County,21815,9703,1,0.003
Michigan,Montmorency County,4171,1628,0,0.000
Michigan,Muskegon County,44544,45508,0,0.000
Michigan,Newaygo County,18864,7874,0,0.000
Michigan,Oakland County,328313,438147,12,0.001
Michigan,Oceana County,8892,4944,0,0.000
Michigan,Ogemaw County,8253,3475,0,0.000
Michigan,Ontonagon County,2358,1391,0,0.000
Michigan,Osceola County,8928,3214,1,0.007
Michigan,Oscoda County,3466,1342,0,0.000
Michigan,Otsego County,9779,4743,1,0.006
Michigan,Ottawa County,100511,64566,2,0.001
Michigan,Presque Isle County,5343,2912,0,0.000
Michigan,Roscommon County,9670,5166,1,0.006
Michigan,Saginaw County,50785,51088,3,0.003
Michigan,St. Clair County,59185,31363,1,0.001
Michigan,St. Joseph County,18128,9262,1,0.003
Michigan,Sanilac County,16194,5966,0,0.000
Michigan,Schoolcraft County,3090,1589,0,0.000
Michigan,Shiawassee County,23154,15371,0,0.000
Michigan,Tuscola County,20310,8713,1,0.003
Michigan,Van Buren County,21591,16800,0,0.000
Michigan,Washtenaw County,56241,157130,1,0.000
Michigan,Wayne County,264149,587074,40,0.004
Michigan,Wexford County,12102,5838,0,0.000
Minnesota,Aitkin County,6256,3604,2,0.018
Minnesota,Anoka County,104851,100832,4,0.002
Minnesota,Becker County,12452,6592,0,0.000
Minnesota,Beltrami County,12181,11424,1,0.004
Minnesota,Benton County,14375,7280,0,0.000
Minnesota,Big Stone County,1862,1052,0,0.000
Minnesota,Blue Earth County,16721,18319,2,0.005
Minnesota,Brown County,9548,4745,0,0.000
Minnesota,Carlton County,9787,10094,0,0.000
Minnesota,Carver County,34006,30761,0,0.000
Minnesota,Cass County,11619,6339,1,0.005
Minnesota,Chippewa County,4250,2226,0,0.000
Minnesota,Chisago County,21909,11798,1,0.003
Minnesota,Clay County,15031,16345,0,0.000
Minnesota,Clearwater County,3371,1258,0,0.000
Minnesota,Cook County,1202,2494,0,0.000
Minnesota,Cottonwood County,4164,1834,0,0.000
Minnesota,Crow Wing County,25668,13723,1,0.002
Minnesota,Dakota County,109033,145206,7,0.003
Minnesota,Dodge County,8574,4074,0,0.000
Minnesota,Douglas County,15790,7864,2,0.008
Minnesota,Faribault County,5186,2529,0,0.000
Minnesota,Fillmore County,7298,4551,1,0.008
Minnesota,Freeborn County,9578,6889,1,0.006
Minnesota,Goodhue County,16052,11802,0,0.000
Minnesota,Grant County,2267,1299,2,0.051
Minnesota,Hennepin County,205877,532373,25,0.003
Minnesota,Houston County,6332,4851,0,0.000
Minnesota,Hubbard County,8202,4462,1,0.007
Minnesota,Isanti County,16484,7134,0,0.000
Minnesota,Itasca County,15232,10784,1,0.003
Minnesota,Jackson County,3945,1744,0,0.000
Minnesota,Kanabec County,6276,2773,1,0.010
Minnesota,Kandiyohi County,14433,8434,0,0.000
Minnesota,Kittson County,1545,1006,0,0.000
Minnesota,Koochiching County,4131,2657,0,0.000
Minnesota,Lac qui Parle County,2527,1445,0,0.000
Minnesota,Lake County,3392,3646,0,0.000
Minnesota,Lake of the Woods County,1704,671,0,0.000
Minnesota,Le Sueur County,10774,5669,1,0.006
Minnesota,Lincoln County,2120,937,0,0.000
Minnesota,Lyon County,7975,4624,0,0.000
Minnesota,McLeod County,13982,6410,1,0.004
Minnesota,Mahnomen County,1142,1110,0,0.000
Minnesota,Marshall County,3716,1293,1,0.018
Minnesota,Martin County,7476,3304,1,0.008
Minnesota,Meeker County,9352,3865,0,0.000
Minnesota,Mille Lacs County,9948,4401,1,0.006
Minnesota,Morrison County,14815,4365,0,0.000
Minnesota,Mower County,10067,8997,1,0.005
Minnesota,Murray County,3362,1449,0,0.000
Minnesota,Nicollet County,9016,9619,1,0.005
Minnesota,Nobles County,5598,2928,0,0.000
Minnesota,Norman County,1954,1404,0,0.000
Minnesota,Olmsted County,39687,49486,1,0.001
Minnesota,Otter Tail County,23794,11940,0,0.000
Minnesota,Pennington County,4532,2567,0,0.000
Minnesota,Pine County,10256,5416,1,0.006
Minnesota,Pipestone County,3553,1306,0,0.000
Minnesota,Polk County,9857,5435,0,0.000
Minnesota,Pope County,4413,2478,0,0.000
Minnesota,Ramsey County,77323,211357,17,0.005
Minnesota,Red Lake County,1450,689,0,0.000
Minnesota,Redwood County,5775,2358,0,0.000
Minnesota,Renville County,5465,2497,0,0.000
Minnesota,Rice County,17455,17386,0,0.000
Minnesota,Rock County,3578,1554,0,0.000
Minnesota,Roseau County,6053,2182,0,0.000
Minnesota,St. Louis County,49214,67836,5,0.004
Minnesota,Scott County,45840,40007,1,0.001
Minnesota,Sherburne County,36205,18056,0,0.000
Minnesota,Sibley County,5864,2417,0,0.000
Minnesota,Stearns County,50960,31883,3,0.003
Minnesota,Steele County,12472,7794,0,0.000
Minnesota,Stevens County,3045,1921,0,0.000
Minnesota,Swift County,3316,1784,0,0.000
Minnesota,Todd County,9755,3286,0,0.000
Minnesota,Traverse County,1173,662,0,0.000
Minnesota,Wabasha County,8149,4691,0,0.000
Minnesota,Wadena County,5517,2021,0,0.000
Minnesota,Waseca County,6623,3494,0,0.000
Minnesota,Washington County,73749,89136,2,0.001
Minnesota,Watonwan County,3103,1987,1,0.018
Minnesota,Wilkin County,2333,1027,0,0.000
Minnesota,Winona County,13227,13330,0,0.000
Minnesota,Wright County,53565,30854,0,0.000
Minnesota,Yellow Medicine County,3734,1685,0,0.000
Mississippi,Adams County,5222,6914,1,0.007
Mississippi,Alcorn County,12689,2741,0,0.000
Mississippi,Amite County,3781,2114,1,0.015
Mississippi,Attala County,5178,3542,0,0.000
Mississippi,Benton County,2553,1661,0,0.000
Mississippi,Bolivar County,4260,7203,1,0.008
Mississippi,Calhoun County,4592,1878,0,0.000
Mississippi,Carroll County,3257,1203,0,0.000
Mississippi,Chickasaw County,4173,3808,0,0.000
Mississippi,Choctaw County,2971,1170,1,0.022
Mississippi,Claiborne County,479,2337,0,0.000
Mississippi,Clarke County,5372,2815,3,0.033
Mississippi,Clay County,4147,5728,0,0.000
Mississippi,Coahoma County,1846,5189,1,0.013
Mississippi,Copiah County,5407,5227,1,0.009
Mississippi,Covington County,5811,3382,0,0.000
Mississippi,DeSoto County,45788,27733,10,0.012
Mississippi,Forrest County,15326,10603,3,0.011
Mississippi,Franklin County,2894,1476,0,0.000
Mississippi,George County,9602,1208,2,0.017
Mississippi,Greene County,4740,952,0,0.000
Mississippi,Grenada County,4889,2866,1,0.012
Mississippi,Hancock County,13999,3095,1,0.005
Mississippi,Harrison County,41281,18499,10,0.015
Mississippi,Hinds County,21242,59192,11,0.012
Mississippi,Holmes County,1196,5182,1,0.014
Mississippi,Humphreys County,1115,2994,0,0.000
Mississippi,Issaquena County,308,355,0,0.000
Mississippi,Itawamba County,9374,1230,1,0.009
Mississippi,Jackson County,32563,12061,5,0.010
Mississippi,Jasper County,4256,4287,0,0.000
Mississippi,Jefferson County,529,3325,1,0.024
Mississippi,Jefferson Davis County,1927,2645,0,0.000
Mississippi,Jones County,19130,7017,0,0.000
Mississippi,Kemper County,1609,2275,0,0.000
Mississippi,Lafayette County,9878,6904,2,0.011
Mississippi,Lamar County,20406,7205,2,0.007
Mississippi,Lauderdale County,17812,12668,5,0.015
Mississippi,Lawrence County,4254,2240,0,0.000
Mississippi,Leake County,4973,3358,0,0.000
Mississippi,Lee County,21297,9910,6,0.017
Mississippi,Leflore County,2623,5444,0,0.000
Mississippi,Lincoln County,10107,3978,2,0.013
Mississippi,Lowndes County,13699,12913,3,0.010
Mississippi,Madison County,26188,18931,3,0.006
Mississippi,Marion County,7783,3421,1,0.008
Mississippi,Marshall County,6591,6283,0,0.000
Mississippi,Monroe County,9677,4565,2,0.013
Mississippi,Montgomery County,2866,2084,0,0.000
Mississippi,Neshoba County,8311,3247,3,0.024
Mississippi,Newton County,6037,2542,0,0.000
Mississippi,Noxubee County,1057,2867,0,0.000
Mississippi,Oktibbeha County,8972,10257,0,0.000
Mississippi,Panola County,7976,7276,0,0.000
Mississippi,Pearl River County,19283,4068,1,0.004
Mississippi,Perry County,4426,1340,0,0.000
Mississippi,Pike County,7106,7328,0,0.000
Mississippi,Pontotoc County,11425,2580,1,0.006
Mississippi,Prentiss County,8274,2128,0,0.000
Mississippi,Quitman County,1020,2138,0,0.000
Mississippi,Rankin County,39025,13496,7,0.012
Mississippi,Scott County,5688,3575,1,0.010
Mississippi,Sharkey County,687,1440,0,0.000
Mississippi,Simpson County,6552,3384,1,0.009
Mississippi,Smith County,5697,1518,0,0.000
Mississippi,Stone County,5239,1208,2,0.028
Mississippi,Sunflower County,2361,5118,0,0.000
Mississippi,Tallahatchie County,2228,2636,0,0.000
Mississippi,Tate County,5529,2744,1,0.011
Mississippi,Tippah County,7987,1906,2,0.018
Mississippi,Tishomingo County,7854,1050,2,0.020
Mississippi,Tunica County,912,2525,1,0.026
Mississippi,Union County,9052,1792,2,0.017
Mississippi,Walthall County,0,0,0,0.000
Mississippi,Warren County,10236,10681,0,0.000
Mississippi,Washington County,4114,6218,5,0.044
Mississippi,Wayne County,6264,3592,0,0.000
Mississippi,Webster County,4255,1024,1,0.017
Mississippi,Wilkinson County,1188,2364,0,0.000
Mississippi,Winston County,5084,4009,0,0.000
Mississippi,Yalobusha County,3658,2767,4,0.057
Mississippi,Yazoo County,4370,4533,0,0.000
Missouri,Adair County,6391,3705,0,0.000
Missouri,Andrew County,7255,2351,0,0.000
Missouri,Atchison County,2199,564,0,0.000
Missouri,Audrain County,7727,2703,1,0.009
Missouri,Barry County,12425,2948,3,0.018
Missouri,Barton County,5168,844,1,0.015
Missouri,Bates County,6595,1672,1,0.011
Missouri,Benton County,8106,2179,0,0.000
Missouri,Bollinger County,5162,749,0,0.000
Missouri,Boone County,38596,49999,4,0.004
Missouri,Buchanan County,22450,13445,6,0.015
Missouri,Butler County,14599,3301,3,0.015
Missouri,Caldwell County,3725,897,0,0.000
Missouri,Callaway County,14812,5868,1,0.004
Missouri,Camden County,18825,5640,0,0.000
Missouri,Cape Girardeau County,28873,10738,2,0.005
Missouri,Carroll County,3706,785,0,0.000
Missouri,Carter County,2451,418,0,0.000
Missouri,Cass County,37172,19035,3,0.005
Missouri,Cedar County,5786,1143,1,0.013
Missouri,Chariton County,3109,916,0,0.000
Missouri,Christian County,34904,11126,2,0.004
Missouri,Clark County,2672,678,0,0.000
Missouri,Clay County,64583,59519,12,0.009
Missouri,Clinton County,7789,2894,1,0.009
Missouri,Cole County,26066,12687,2,0.005
Missouri,Cooper County,6272,2249,0,0.000
Missouri,Crawford County,8725,2113,3,0.025
Missouri,Dade County,3414,656,1,0.022
Missouri,Dallas County,6620,1380,1,0.011
Missouri,Daviess County,3077,740,1,0.024
Missouri,DeKalb County,3827,930,2,0.038
Missouri,Dent County,5987,1056,0,0.000
Missouri,Douglas County,5896,1012,0,0.000
Missouri,Dunklin County,8135,2200,2,0.018
Missouri,Franklin County,38034,14561,2,0.003
Missouri,Gasconade County,6222,1601,0,0.000
Missouri,Gentry County,2580,613,0,0.000
Missouri,Greene County,81312,53307,15,0.010
Missouri,Grundy County,3585,799,0,0.000
Missouri,Harrison County,3198,597,0,0.000
Missouri,Henry County,8019,2615,1,0.009
Missouri,Hickory County,3965,1054,0,0.000
Missouri,Holt County,1976,338,1,0.039
Missouri,Howard County,3552,1412,0,0.000
Missouri,Howell County,15174,3214,1,0.005
Missouri,Iron County,3596,945,0,0.000
Missouri,Jackson County,125897,198031,48,0.013
Missouri,Jasper County,37714,13539,3,0.005
Missouri,Jefferson County,77021,37507,2,0.002
Missouri,Johnson County,15468,6961,3,0.012
Missouri,Knox County,1486,340,0,0.000
Missouri,Laclede County,13755,2779,1,0.005
Missouri,Lafayette County,12262,4470,1,0.005
Missouri,Lawrence County,14421,3214,1,0.005
Missouri,Lewis County,3541,984,0,0.000
Missouri,Lincoln County,21702,6553,0,0.000
Missouri,Linn County,4344,1274,0,0.000
Missouri,Livingston County,5266,1409,1,0.014
Missouri,McDonald County,7465,1437,0,0.000
Missouri,Macon County,6075,1661,0,0.000
Missouri,Madison County,4581,1017,0,0.000
Missouri,Maries County,3890,814,0,0.000
Missouri,Marion County,9910,3201,0,0.000
Missouri,Mercer County,1541,222,0,0.000
Missouri,Miller County,10175,2038,0,0.000
Missouri,Mississippi County,3537,1178,0,0.000
Missouri,Moniteau County,5738,1307,0,0.000
Missouri,Monroe County,3466,931,0,0.000
Missouri,Montgomery County,4457,1206,0,0.000
Missouri,Morgan County,7439,1924,1,0.010
Missouri,New Madrid County,5447,1748,0,0.000
Missouri,Newton County,22090,5793,1,0.003
Missouri,Nodaway County,6855,2849,0,0.000
Missouri,Oregon County,3847,823,0,0.000
Missouri,Osage County,6341,1031,0,0.000
Missouri,Ozark County,4064,752,0,0.000
Missouri,Pemiscot County,4116,1556,0,0.000
Missouri,Perry County,7634,1661,0,0.000
Missouri,Pettis County,13835,4776,3,0.015
Missouri,Phelps County,13438,5619,0,0.000
Missouri,Pike County,5856,1717,0,0.000
Missouri,Platte County,29251,28111,1,0.002
Missouri,Polk County,11849,2883,0,0.000
Missouri,Pulaski County,10326,3735,0,0.000
Missouri,Putnam County,1984,361,0,0.000
Missouri,Ralls County,4396,1205,0,0.000
Missouri,Randolph County,8018,2485,0,0.000
Missouri,Ray County,8328,3107,0,0.000
Missouri,Reynolds County,2733,529,0,0.000
Missouri,Ripley County,4838,833,0,0.000
Missouri,St. Charles County,128193,89346,4,0.002
Missouri,St. Clair County,3930,988,0,0.000
Missouri,Ste. Genevieve County,6627,2713,0,0.000
Missouri,St. Francois County,20506,7044,2,0.007
Missouri,St. Louis County,196808,322802,2,0.000
Missouri,Saline County,6447,2903,0,0.000
Missouri,Schuyler County,1606,373,0,0.000
Missouri,Scotland County,1560,387,0,0.000
Missouri,Scott County,13769,3753,1,0.005
Missouri,Shannon County,3164,706,0,0.000
Missouri,Shelby County,2700,592,0,0.000
Missouri,Stoddard County,11460,1814,0,0.000
Missouri,Stone County,14716,3486,1,0.005
Missouri,Sullivan County,1974,478,0,0.000
Missouri,Taney County,20426,5325,1,0.004
Missouri,Texas County,9478,1716,0,0.000
Missouri,Vernon County,7135,1902,1,0.010
Missouri,Warren County,13222,4769,0,0.000
Missouri,Washington County,8046,1804,1,0.009
Missouri,Wayne County,4984,844,0,0.000
Missouri,Webster County,14874,3572,0,0.000
Missouri,Worth County,877,215,0,0.000
Missouri,Wright County,7452,1167,1,0.011
Missouri,St. Louis city,21185,108385,14,0.010
Montana,Beaverhead County,3923,1608,2,0.033
Montana,Big Horn County,2185,2401,1,0.020
Montana,Blaine County,1469,1589,0,0.000
Montana,Broadwater County,3139,830,0,0.000
Montana,Carbon County,4424,2412,1,0.013
Montana,Carter County,775,74,0,0.000
Montana,Cascade County,23199,15384,6,0.014
Montana,Chouteau County,1888,988,0,0.000
Montana,Custer County,4204,1510,0,0.000
Montana,Daniels County,799,195,0,0.000
Montana,Dawson County,3758,962,0,0.000
Montana,Deer Lodge County,2184,2562,0,0.000
Montana,Fallon County,1375,172,0,0.000
Montana,Fergus County,4830,1491,0,0.000
Montana,Flathead County,38233,20238,1,0.002
Montana,Gallatin County,31639,36964,1,0.001
Montana,Garfield County,764,41,0,0.000
Montana,Glacier County,1882,3603,3,0.050
Montana,Golden Valley County,414,78,0,0.000
Montana,Granite County,1419,638,1,0.044
Montana,Hill County,3952,2972,0,0.000
Montana,Jefferson County,5345,2625,0,0.000
Montana,Judith Basin County,1040,275,0,0.000
Montana,Lake County,9319,6911,1,0.006
Montana,Lewis and Clark County,21407,19741,2,0.004
Montana,Liberty County,821,249,0,0.000
Montana,Lincoln County,8516,2812,0,0.000
Montana,McCone County,956,155,0,0.000
Montana,Madison County,4186,1770,0,0.000
Montana,Meagher County,833,258,0,0.000
Montana,Mineral County,1828,686,2,0.072
Montana,Missoula County,26336,43351,5,0.007
Montana,Musselshell County,2423,413,0,0.000
Montana,Park County,6022,5277,1,0.008
Montana,Petroleum County,298,39,0,0.000
Montana,Phillips County,1936,414,1,0.039
Montana,Pondera County,2030,903,0,0.000
Montana,Powder River County,970,154,0,0.000
Montana,Powell County,2347,752,1,0.029
Montana,Prairie County,603,126,0,0.000
Montana,Ravalli County,19103,8757,1,0.003
Montana,Richland County,4792,874,0,0.000
Montana,Roosevelt County,1991,1902,0,0.000
Montana,Rosebud County,2485,1199,0,0.000
Montana,Sanders County,5660,1819,0,0.000
Montana,Sheridan County,1402,574,0,0.000
Montana,Silver Bow County,7790,10442,1,0.005
Montana,Stillwater County,4430,1155,0,0.000
Montana,Sweet Grass County,1840,549,0,0.000
Montana,Teton County,2608,1007,0,0.000
Montana,Toole County,1596,467,1,0.044
Montana,Treasure County,373,78,0,0.000
Montana,Valley County,3135,1030,0,0.000
Montana,Wheatland County,823,225,0,0.000
Montana,Wibaux County,516,77,0,0.000
Montana,Yellowstone County,49548,29936,16,0.018
Nebraska,Adams County,9993,4171,0,0.000
Nebraska,Antelope County,3076,449,0,0.000
Nebraska,Arthur County,260,21,0,0.000
Nebraska,Banner County,362,43,0,0.000
Nebraska,Blaine County,280,35,0,0.000
Nebraska,Boone County,2653,499,0,0.000
Nebraska,Box Butte County,3920,1037,0,0.000
Nebraska,Boyd County,1006,135,0,0.000
Nebraska,Brown County,1468,190,0,0.000
Nebraska,Buffalo County,16473,6292,0,0.000
Nebraska,Burt County,2560,1061,0,0.000
Nebraska,Butler County,3526,869,0,0.000
Nebraska,Cass County,9296,4364,1,0.007
Nebraska,Cedar County,4174,725,0,0.000
Nebraska,Chase County,1714,226,0,0.000
Nebraska,Cherry County,2838,367,1,0.028
Nebraska,Cheyenne County,3782,851,1,0.020
Nebraska,Clay County,2840,631,0,0.000
Nebraska,Colfax County,2635,1024,1,0.025
Nebraska,Cuming County,3476,862,0,0.000
Nebraska,Custer County,4996,768,1,0.016
Nebraska,Dakota County,3869,2696,1,0.014
Nebraska,Dawes County,2919,1076,0,0.000
Nebraska,Dawson County,6487,2484,0,0.000
Nebraska,Deuel County,901,153,1,0.086
Nebraska,Dixon County,2335,651,0,0.000
Nebraska,Dodge County,10963,5526,0,0.000
Nebraska,Douglas County,112354,141140,17,0.006
Nebraska,Dundy County,883,105,0,0.000
Nebraska,Fillmore County,2333,691,0,0.000
Nebraska,Franklin County,1434,276,0,0.000
Nebraska,Frontier County,1207,185,0,0.000
Nebraska,Furnas County,2155,397,0,0.000
Nebraska,Gage County,7397,3373,0,0.000
Nebraska,Garden County,1016,161,0,0.000
Nebraska,Garfield County,925,133,0,0.000
Nebraska,Gosper County,893,215,0,0.000
Nebraska,Grant County,373,20,0,0.000
Nebraska,Greeley County,1015,228,0,0.000
Nebraska,Hall County,15950,7551,2,0.008
Nebraska,Hamilton County,4297,1117,0,0.000
Nebraska,Harlan County,1615,282,0,0.000
Nebraska,Hayes County,492,34,0,0.000
Nebraska,Hitchcock County,1260,174,0,0.000
Nebraska,Holt County,4717,678,0,0.000
Nebraska,Hooker County,376,59,0,0.000
Nebraska,Howard County,2786,648,0,0.000
Nebraska,Jefferson County,2593,1009,0,0.000
Nebraska,Johnson County,1517,646,0,0.000
Nebraska,Kearney County,2812,699,0,0.000
Nebraska,Keith County,3525,760,0,0.000
Nebraska,Keya Paha County,476,49,0,0.000
Nebraska,Kimball County,1553,267,0,0.000
Nebraska,Knox County,3719,903,0,0.000
Nebraska,Lancaster County,68321,80513,5,0.003
Nebraska,Lincoln County,12887,3655,0,0.000
Nebraska,Logan County,407,38,0,0.000
Nebraska,Loup County,370,75,0,0.000
Nebraska,McPherson County,274,17,0,0.000
Nebraska,Madison County,11678,3393,1,0.006
Nebraska,Merrick County,3407,740,0,0.000
Nebraska,Morrill County,2113,386,0,0.000
Nebraska,Nance County,1430,358,0,0.000
Nebraska,Nemaha County,2396,911,0,0.000
Nebraska,Nuckolls County,1850,409,0,0.000
Nebraska,Otoe County,5609,2481,0,0.000
Nebraska,Pawnee County,1069,322,0,0.000
Nebraska,Perkins County,1316,199,0,0.000
Nebraska,Phelps County,4131,749,0,0.000
Nebraska,Pierce County,3462,480,0,0.000
Nebraska,Platte County,11827,3208,0,0.000
Nebraska,Polk County,2286,527,1,0.032
Nebraska,Red Willow County,4525,811,0,0.000
Nebraska,Richardson County,2981,981,0,0.000
Nebraska,Rock County,741,84,0,0.000
Nebraska,Saline County,3458,1737,0,0.000
Nebraska,Sarpy County,51518,41029,3,0.003
Nebraska,Saunders County,9036,3318,0,0.000
Nebraska,Scotts Bluff County,10810,4133,0,0.000
Nebraska,Seward County,6424,2430,0,0.000
Nebraska,Sheridan County,2292,340,1,0.035
Nebraska,Sherman County,1306,341,0,0.000
Nebraska,Sioux County,640,72,0,0.000
Nebraska,Stanton County,2561,532,0,0.000
Nebraska,Thayer County,2285,619,0,0.000
Nebraska,Thomas County,377,45,0,0.000
Nebraska,Thurston County,1164,1107,0,0.000
Nebraska,Valley County,1892,410,0,0.000
Nebraska,Washington County,8533,3547,1,0.008
Nebraska,Wayne County,3055,1022,0,0.000
Nebraska,Webster County,1511,335,0,0.000
Nebraska,Wheeler County,437,59,0,0.000
Nebraska,York County,5296,1619,1,0.013
Nevada,Churchill County,9088,2966,1,0.008
Nevada,Clark County,379570,457312,96,0.010
Nevada,Douglas County,21237,11390,3,0.008
Nevada,Elko County,15726,4246,4,0.018
Nevada,Esmeralda County,389,72,0,0.000
Nevada,Eureka County,833,92,0,0.000
Nevada,Humboldt County,5531,1608,1,0.013
Nevada,Lander County,2110,478,0,0.000
Nevada,Lincoln County,1949,318,0,0.000
Nevada,Lyon County,20302,8264,3,0.010
Nevada,Mineral County,1343,759,0,0.000
Nevada,Nye County,15791,6618,4,0.016
Nevada,Pershing County,1668,525,1,0.041
Nevada,Storey County,1905,899,0,0.000
Nevada,Washoe County,113450,123690,28,0.011
Nevada,White Pine County,3238,836,0,0.000
Nevada,Carson City,15771,12485,3,0.010
New Hampshire,Alton,2420,1439,0,0.000
New Hampshire,Barnstead,1698,1150,0,0.000
New Hampshire,Belmont,2365,1609,0,0.000
New Hampshire,Center Harbor,407,379,0,0.000
New Hampshire,Gilford,2748,2508,0,0.000
New Hampshire,Gilmanton,1423,1020,0,0.000
New Hampshire,Laconia,4613,4103,0,0.000
New Hampshire,Meredith,2208,2139,0,0.000
New Hampshire,New Hampton,810,697,0,0.000
New Hampshire,Sanbornton,1134,875,0,0.000
New Hampshire,Tilton,1044,938,0,0.000
New Hampshire,Albany,190,250,0,0.000
New Hampshire,Bartlett,773,1374,0,0.000
New Hampshire,Brookfield,315,218,0,0.000
New Hampshire,Chatham,130,106,0,0.000
New Hampshire,Conway,2380,3380,0,0.000
New Hampshire,Eaton,117,188,0,0.000
New Hampshire,Effingham,526,391,0,0.000
New Hampshire,Freedom,538,538,0,0.000
New Hampshire,Harts Location,20,23,0,0.000
New Hampshire,Jackson,212,567,0,0.000
New Hampshire,Madison,760,926,0,0.000
New Hampshire,Moultonborough,1997,1605,0,0.000
