State,County,Votes_Left,Votes_Right
Alabama,Elmore County,30089,10304
Alabama,Escambia County,10844,4894
Alabama,Etowah County,35343,11487
Alabama,Fayette County,7295,1390
Alabama,Baldwin County,83055,24344
Alabama,Franklin County,10364,2085
Alabama,Geneva County,10844,1592
Alabama,Greene County,875,3880
Alabama,Hale County,3190,4687
Alabama,Henry County,6593,2589
Alabama,Houston County,32384,12738
Alabama,Jackson County,19644,3709
Alabama,Jefferson County,138443,180936
Alabama,Lamar County,6168,978
Alabama,Lauderdale County,31578,11872
Alabama,Barbour County,5605,4772
Alabama,Lawrence County,12266,3544
Alabama,Lee County,42019,27600
Alabama,Limestone County,34337,13510
Alabama,Lowndes County,1835,4968
Alabama,Macon County,1539,7084
Alabama,Madison County,102395,86885
Alabama,Marengo County,5337,5476
Alabama,Marion County,12190,1457
Alabama,Marshall County,33094,5880
Alabama,Mobile County,100605,78754
Alabama,Bibb County,7508,1982
Alabama,Monroe County,6129,4425
Alabama,Montgomery County,33122,64065
Alabama,Morgan County,39504,13159
Alabama,Perry County,1336,3849
Alabama,Pickens County,5590,4017
Alabama,Pike County,8020,5613
Alabama,Randolph County,8548,2203
Alabama,Russell County,9796,11078
Alabama,St. Clair County,36119,7698
Alabama,Shelby County,79428,33036
Alabama,Blount County,24595,2627
Alabama,Sumter County,1598,4639
Alabama,Talladega County,22210,13092
Alabama,Tallapoosa County,14905,5815
Alabama,Tuscaloosa County,50961,37514
Alabama,Walker County,25947,4826
Alabama,Washington County,6554,2253
Alabama,Wilcox County,1826,4036
Alabama,Winston County,10187,974
Alabama,Bullock County,1143,3439
Alabama,Butler County,5448,3953
Alabama,Calhoun County,34964,15118
Alabama,Chambers County,8748,6356
Arkansas,Clark County,4605,3413
Arkansas,Clay County,4084,959
Arkansas,Cleburne County,10292,1962
Arkansas,Cleveland County,2857,649
Arkansas,Columbia County,5469,2781
Arkansas,Conway County,5672,2593
Arkansas,Craighead County,25482,11854
Arkansas,Crawford County,18566,4936
Arkansas,Crittenden County,7244,8325
Arkansas,Cross County,4928,1759
Arkansas,Arkansas County,4301,1813
Arkansas,Dallas County,1573,963
Arkansas,Desha County,1920,2016
Arkansas,Drew County,4338,2408
Arkansas,Faulkner County,34338,18267
Arkansas,Franklin County,5664,1298
Arkansas,Fulton County,3944,1031
Arkansas,Garland County,29065,14043
Arkansas,Grant County,6791,1268
Arkansas,Greene County,12651,3045
Arkansas,Hempstead County,4463,2135
Arkansas,Ashley County,5540,2119
Arkansas,Hot Spring County,9178,3053
Arkansas,Howard County,3358,1333
Arkansas,Independence County,11232,2798
Arkansas,Izard County,4615,1019
Arkansas,Jackson County,3583,1360
Arkansas,Jefferson County,9500,14882
Arkansas,Johnson County,6867,2262
Arkansas,Lafayette County,1730,820
Arkansas,Lawrence County,4569,1080
Arkansas,Lee County,1286,1423
Arkansas,Baxter County,15810,4625
Arkansas,Lincoln County,2725,1031
Arkansas,Little River County,3714,1226
Arkansas,Logan County,6438,1544
Arkansas,Lonoke County,22884,6684
Arkansas,Madison County,5630,1555
Arkansas,Marion County,5767,1526
Arkansas,Miller County,11907,4235
Arkansas,Mississippi County,7262,4542
Arkansas,Monroe County,1545,1146
Arkansas,Montgomery County,3021,722
Arkansas,Benton County,73605,41894
Arkansas,Nevada County,2133,1076
Arkansas,Newton County,3192,709
Arkansas,Ouachita County,5253,3395
Arkansas,Perry County,3466,1005
Arkansas,Phillips County,2393,3561
Arkansas,Pike County,3519,644
Arkansas,Poinsett County,5852,1388
Arkansas,Polk County,7018,1242
Arkansas,Pope County,18041,5747
Arkansas,Prairie County,2764,646
Arkansas,Boone County,13644,3061
Arkansas,Pulaski County,62389,98855
Arkansas,Randolph County,5327,1203
Arkansas,St. Francis County,3221,3571
Arkansas,Saline County,39519,16042
Arkansas,Scott County,1790,364
Arkansas,Searcy County,3365,587
Arkansas,Sebastian County,31024,14371
Arkansas,Sevier County,3884,1116
Arkansas,Sharp County,5923,1392
Arkansas,Stone County,4605,1173
Arkansas,Bradley County,2332,1208
Arkansas,Union County,10446,5559
Arkansas,Van Buren County,5962,1566
Arkansas,Washington County,47229,43327
Arkansas,White County,24057,5909
Arkansas,Woodruff County,1543,849
Arkansas,Yell County,5205,1275
Arkansas,Calhoun County,1609,467
Arkansas,Carroll County,7352,3941
Arkansas,Chicot County,1750,2252
California,Fresno County,146741,170694
California,Glenn County,6139,3315
California,Humboldt County,12208,28123
California,Imperial County,10300,25109
California,Inyo County,4436,4495
California,Kern County,71254,69278
California,Kings County,23169,17729
California,Lake County,3955,6874
California,Lassen County,6975,2474
California,Los Angeles County,933314,2486527
California,Alameda County,69871,355743
California,Madera County,21834,17879
California,Marin County,14486,84014
California,Mariposa County,5921,4056
California,Mendocino County,6312,18303
California,Merced County,26808,34978
California,Modoc County,2675,1063
California,Mono County,2433,3884
California,Monterey County,30854,84211
California,Napa County,11368,32228
California,Nevada County,11697,17861
California,Alpine County,238,473
California,Orange County,596907,722307
California,Placer County,74784,81572
California,Plumas County,6247,4465
California,Riverside County,195014,247045
California,Sacramento County,151776,287507
California,San Benito County,8155,14153
California,San Bernardino County,226891,302270
California,San Diego County,478651,801422
California,San Francisco County,46296,325099
California,San Joaquin County,56191,89077
California,Amador County,13503,8095
California,San Luis Obispo County,44380,69339
California,San Mateo County,54456,225185
California,Santa Barbara County,47471,103902
California,Santa Clara County,127303,418893
California,Santa Cruz County,25485,109745
California,Shasta County,57894,28889
California,Sierra County,1138,730
California,Siskiyou County,12916,9379
California,Solano County,62777,120681
California,Sonoma County,40478,153342
California,Butte County,41182,44455
California,Stanislaus County,62194,72651
California,Sutter County,14359,12325
California,Tehama County,11777,6543
California,Trinity County,2513,2383
California,Tulare County,62645,53554
California,Tuolumne County,17302,11808
California,Ventura County,135555,216447
California,Yolo County,13381,40635
California,Yuba County,10574,7800
California,Calaveras County,13275,8804
California,Colusa County,3953,2926
California,Contra Costa County,86253,265942
California,Del Norte County,5647,4324
California,El Dorado County,54177,47635
Colorado,Clear Creek County,2618,3495
Colorado,Conejos County,2269,1936
Colorado,Costilla County,713,1279
Colorado,Crowley County,1262,427
Colorado,Custer County,2433,1104
Colorado,Delta County,13013,5862
Colorado,Denver County,59610,283816
Colorado,Dolores County,1080,332
Colorado,Douglas County,120661,104199
Colorado,Eagle County,9685,18095
Colorado,Adams County,94874,132951
Colorado,Elbert County,13722,4395
Colorado,El Paso County,200968,160265
Colorado,Fremont County,17231,7170
Colorado,Garfield County,14404,15070
Colorado,Gilpin County,1815,2199
Colorado,Grand County,4759,4579
Colorado,Gunnison County,3599,6976
Colorado,Hinsdale County,353,255
Colorado,Huerfano County,2193,2071
Colorado,Jackson County,680,173
Colorado,Alamosa County,3676,3624
Colorado,Jefferson County,148043,217891
Colorado,Kiowa County,795,98
Colorado,Kit Carson County,3084,644
Colorado,Lake County,1492,2287
Colorado,La Plata County,14146,20363
Colorado,Larimer County,91197,125765
Colorado,Las Animas County,4255,3465
Colorado,Lincoln County,2118,467
Colorado,Logan County,7987,2201
Colorado,Mesa County,53344,30106
Colorado,Arapahoe County,126124,211498
Colorado,Mineral County,425,317
Colorado,Moffat County,5627,1186
Colorado,Montezuma County,9267,5802
Colorado,Montrose County,16658,7648
Colorado,Morgan County,9407,3741
Colorado,Otero County,5696,3552
Colorado,Ouray County,1547,2341
Colorado,Park County,6864,4786
Colorado,Phillips County,1945,477
Colorado,Pitkin County,2739,8906
Colorado,Archuleta County,5126,3693
Colorado,Prowers County,3977,1438
Colorado,Pueblo County,41502,43070
Colorado,Rio Blanco County,3047,557
Colorado,Rio Grande County,3645,2488
Colorado,Routt County,5883,10523
Colorado,Saguache County,1389,1857
Colorado,San Juan County,202,342
Colorado,San Miguel County,1081,3890
Colorado,Sedgwick County,1120,297
Colorado,Summit County,5275,12535
Colorado,Baca County,1840,313
Colorado,Teller County,11158,5224
Colorado,Washington County,2537,363
Colorado,Weld County,94965,65169
Colorado,Yuma County,4037,763
Colorado,Broomfield County,16188,28871
Colorado,Bent County,1468,723
Colorado,Boulder County,39289,150247
Colorado,Chaffee County,6180,7112
Colorado,Cheyenne County,966,127
Connecticut,North Canaan,812,862
Connecticut,North Haven,1180,3229
Connecticut,North Stonington,1710,1601
Connecticut,Norwalk,13311,29382
Connecticut,Norwich,5643,9306
Connecticut,Old Lyme,2095,3225
Connecticut,Old Saybrook,2995,4253
Connecticut,Orange,4317,4816
Connecticut,Oxford,5118,3269
Connecticut,Plainfield,4080,2849
Connecticut,Bethlehem,1393,937
Connecticut,Plainville,4811,4670
Connecticut,Plymouth,3984,2477
Connecticut,Pomfret,1126,1357
Connecticut,Portland,2641,3155
Connecticut,Preston,1529,1270
Connecticut,Prospect,3935,2110
Connecticut,Putnam,2193,2063
Connecticut,Redding,2052,3829
Connecticut,Ridgefield,5646,10114
Connecticut,Rocky Hill,4630,6081
Connecticut,Bloomfield,1691,10953
Connecticut,Roxbury,660,937
Connecticut,Salem,1291,1285
Connecticut,Salisbury,502,2023
Connecticut,Scotland,537,406
Connecticut,Seymour,5242,4011
Connecticut,Sharon,510,1019
Connecticut,Shelton,12747,10837
Connecticut,Sherman,1076,1234
Connecticut,Simsbury,5575,10296
Connecticut,Somers,3204,2445
Connecticut,Bolton,1482,1723
Connecticut,Southbury,6260,6570
Connecticut,Southington,13473,12855
Connecticut,South Windsor,5628,9595
Connecticut,Sprague,882,641
Connecticut,Stafford,3461,2809
Connecticut,Stamford,16074,32477
Connecticut,Sterling,1229,639
Connecticut,Stonington,4240,7453
Connecticut,Stratford,10004,16210
Connecticut,Suffield,4155,4363
Connecticut,Bozrah,817,703
Connecticut,Thomaston,2759,1526
Connecticut,Thompson,3005,2050
Connecticut,Tolland,3975,5103
Connecticut,Torrington,9220,7283
Connecticut,Trumbull,9175,11919
Connecticut,Union,307,249
Connecticut,Vernon,5848,9259
Connecticut,Voluntown,918,566
Connecticut,Wallingford,11831,13560
Connecticut,Warren,470,465
Connecticut,Branford,6896,10173
Connecticut,Washington,770,1461
Connecticut,Waterbury,14155,21573
Connecticut,Waterford,5124,6917
Connecticut,Watertown,7976,4612
Connecticut,Westbrook,1958,2288
Connecticut,West Hartford,8451,27298
Connecticut,West Haven,8126,14245
Connecticut,Weston,1680,4733
Connecticut,Westport,4222,13048
Connecticut,Wethersfield,6413,9612
Connecticut,Bridgeport,8269,33515
Connecticut,Willington,1445,1674
Connecticut,Wilton,3819,7676
Connecticut,Winchester,2799,2304
Connecticut,Windham,2824,5365
Connecticut,Windsor,4090,13183
Connecticut,Windsor Locks,3156,3751
Connecticut,Wolcott,6519,3333
Connecticut,Woodbridge,1816,3855
Connecticut,Woodbury,3295,3181
Connecticut,Woodstock,2520,2549
Connecticut,Bridgewater,549,667
Connecticut,Bristol,13834,15463
Connecticut,Brookfield,5246,5426
Connecticut,Brooklyn,2301,1895
Connecticut,Andover,998,1058
Connecticut,Burlington,3034,3099
Connecticut,Canaan,209,437
Connecticut,Canterbury,1755,1182
Connecticut,Canton,2663,3878
Connecticut,Chaplin,662,598
Connecticut,Cheshire,7349,9745
Connecticut,Chester,853,1701
Connecticut,Clinton,3259,4267
Connecticut,Colchester,4243,5216
Connecticut,Colebrook,571,403
Connecticut,Ansonia,3797,4521
Connecticut,Columbia,1600,1888
Connecticut,Cornwall,250,760
Connecticut,Coventry,3545,4011
Connecticut,Cromwell,3749,4872
Connecticut,Danbury,12788,18869
Connecticut,Darien,4921,7876
Connecticut,Deep River,1076,1785
Connecticut,Derby,2749,2963
Connecticut,Durham,2222,2038
Connecticut,Eastford,572,464
Connecticut,Ashford,1160,1330
Connecticut,East Granby,1405,1789
Connecticut,East Haddam,2699,2962
Connecticut,East Hampton,3746,4051
Connecticut,East Hartford,5524,14787
Connecticut,East Haven,7488,6569
Connecticut,East Lyme,4285,7290
Connecticut,Easton,2178,2777
Connecticut,East Windsor,2889,3891
Connecticut,Ellington,4515,4787
Connecticut,Enfield,9298,11263
Connecticut,Avon,4469,7299
Connecticut,Essex,1635,3011
Connecticut,Fairfield,12049,23040
Connecticut,Farmington,6160,9706
Connecticut,Franklin,674,553
Connecticut,Glastonbury,7976,13842
Connecticut,Goshen,1161,902
Connecticut,Granby,3166,4027
Connecticut,Greenwich,13264,22239
Connecticut,Griswold,3257,2565
Connecticut,Groton,6272,10699
Connecticut,Barkhamsted,1228,1154
Connecticut,Guilford,4262,8403
Connecticut,Haddam,2693,2728
Connecticut,Hamden,7685,21839
Connecticut,Hampton,551,572
Connecticut,Hartford,4117,28295
Connecticut,Hartland,818,457
Connecticut,Harwinton,2247,1401
Connecticut,Hebron,2731,3388
Connecticut,Kent,568,1249
Connecticut,Killingly,4678,3402
Connecticut,Beacon Falls,2191,1543
Connecticut,Killingworth,1979,2343
Connecticut,Lebanon,2268,2052
Connecticut,Ledyard,3629,4471
Connecticut,Lisbon,1331,1099
Connecticut,Litchfield,2555,2673
Connecticut,Lyme,576,1165
Connecticut,Madison,4638,7625
Connecticut,Manchester,8530,19455
Connecticut,Mansfield,1708,5608
Connecticut,Marlborough,1861,2119
Connecticut,Berlin,6687,6008
Connecticut,Meriden,9981,14955
Connecticut,Middlebury,2741,2259
Connecticut,Middlefield,1356,1442
Connecticut,Middletown,7611,15508
Connecticut,Milford,13997,17626
Connecticut,Monroe,5989,5838
Connecticut,Montville,4242,4406
Connecticut,Morris,874,653
Connecticut,Naugatuck,3145,4379
Connecticut,New Britain,7724,16031
Connecticut,Bethany,1718,1912
Connecticut,New Canaan,4855,7298
Connecticut,New Fairfield,4343,4101
Connecticut,New Hartford,2382,2089
Connecticut,New Haven,4898,21957
Connecticut,Newington,5644,5321
Connecticut,New London,2045,6912
Connecticut,New Milford,7493,8004
Connecticut,Newtown,7292,9750
Connecticut,Norfolk,381,659
Connecticut,North Branford,4786,3718
Connecticut,Bethel,4734,6270
Alaska,ED 10,3835,863
Alaska,ED 11,3740,1289
Alaska,ED 12,1773,482
Alaska,ED 13,2299,752
Alaska,ED 14,2984,882
Alaska,ED 15,1207,879
Alaska,ED 16,1721,1196
Alaska,ED 17,1197,1192
Alaska,ED 18,1293,1576
Alaska,ED 19,1236,1332
Alaska,ED 1,2322,1723
Alaska,ED 20,1242,1697
Alaska,ED 21,1657,1565
Alaska,ED 22,3079,1776
Alaska,ED 23,2388,1661
Alaska,ED 24,3454,1831
Alaska,ED 25,2889,1812
Alaska,ED 26,3301,1724
Alaska,ED 27,2800,1807
Alaska,ED 28,3306,2150
Alaska,ED 29,1511,295
Alaska,ED 2,1424,782
Alaska,ED 30,1334,245
Alaska,ED 31,2123,616
Alaska,ED 32,448,233
Alaska,ED 33,1607,2828
Alaska,ED 34,2668,2480
Alaska,ED 35,787,398
Alaska,ED 36,2731,1344
Alaska,ED 37,80,83
Alaska,ED 38,117,118
Alaska,ED 39,363,594
Alaska,ED 3,3664,811
Alaska,ED 40,25,45
Alaska,ED 4,1718,2243
Alaska,ED 5,2042,1645
Alaska,ED 6,2711,942
Alaska,ED 7,4239,950
Alaska,ED 8,2271,512
Alaska,ED 9,1413,405
Arizona,Navajo County,27417,23217
Arizona,Pima County,197183,295049
Arizona,Pinal County,88597,65355
Arizona,Santa Cruz County,6179,13121
Arizona,Yavapai County,88037,48488
Arizona,Yuma County,34951,30658
Arizona,Apache County,7491,16574
Arizona,Cochise County,31265,21980
Arizona,Coconino County,26212,43815
Arizona,Gila County,18375,8943
Arizona,Graham County,10747,4034
Arizona,Greenlee County,2433,1182
Arizona,La Paz County,4542,2050
Arizona,Maricopa County,912115,972570
