victim,gender,race,date,city,state,county,death,charges,mental_illness,weapon,weapon_type,threat,fleeing
26,Male,Hispanic,8/3/2013,Huntington Beach,CA,Orange,Gunshot,No known charges,No,Allegedly Armed,gun,,
41,Male,White,8/3/2013,Tucson,AZ,Pima,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,White,8/2/2013,Oklahoma City,OK,Canadian,Gunshot,No known charges,No,Unclear,undetermined,,
33,Male,Black,7/31/2013,Fort Lauderdale,FL,Broward,Gunshot,"Charged, Charges Dropped",No,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
19,Male,Hispanic,7/31/2013,Conroe,TX,Montgomery,Gunshot,"Charged, Convicted, Sentenced to 5 years probation.",No,Unarmed/Did Not Have an Actual Weapon,no object,,
42,Male,White,7/31/2013,Yellow Springs,OH,Greene,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
37,Male,Black,7/30/2013,New Orleans,LA,Orleans,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
22,Male,Hispanic,7/30/2013,Santa Ana,CA,Orange,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
19,Male,Unknown race,7/30/2013,Avondale,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,knife and taser,,
21,Male,White,7/30/2013,Orting,WA,Pierce,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
29,Male,White,7/30/2013,Benton,AR,Saline,Gunshot,No known charges,No,Allegedly Armed,gun,,
29,Male,Black,7/29/2013,Hamilton,AL,Marion,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
Unknown,Male,Black,7/29/2013,Winfield,AL,Fayette,Gunshot,No known charges,No,Allegedly Armed,gun,,
38,Male,Unknown race,7/29/2013,El Paso,TX,El Paso,Gunshot,No known charges,No,Allegedly Armed,knife,,
56,Male,Unknown race,7/29/2013,Topeka,KS,Shawnee,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
40,Female,White,7/29/2013,Bonita Springs,FL,Lee,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,7/28/2013,Kansas City,MO,Jackson,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
32,Male,Black,7/28/2013,Baton Rouge,LA,East Baton Rouge,Gunshot,No known charges,No,Vehicle,vehicle ,,
39,Male,Hispanic,7/28/2013,Chicago,IL,Cook,Gunshot,No known charges,No,Allegedly Armed,knife,,
44,Male,Hispanic,7/28/2013,Phoenix,AZ,Maricopa,Taser,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,,
30,Male,Unknown race,7/28/2013,Gila Bend,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,baseball bat,,
28,Male,White,7/28/2013,Massillon,OH,Stark,Gunshot,No known charges,No,Allegedly Armed,knife,,
31,Male,White,7/28/2013,Garland,TX,Dallas,Gunshot,No known charges,No,Vehicle,vehicle,,
33,Male,Hispanic,7/27/2013,Durham,NC,Durham,Gunshot,No known charges,No,Allegedly Armed,knife,,
42,Male,Hispanic,7/27/2013,Hialeah,FL,Miami-Dade,Gunshot,No known charges,No,Allegedly Armed,gun,,
49,Female,Unknown race,7/27/2013,Albany,TX,Shackelford,Gunshot,No known charges,No,Allegedly Armed,gun,,
20,Male,White,7/27/2013,Wernersville,PA,Berks,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,Black,7/26/2013,Austin,TX,Travis,Gunshot,"Charged, Charges Dropped",No,Unarmed/Did Not Have an Actual Weapon,no object,,
30,Male,Hispanic,7/26/2013,Salinas,CA,Monterey,Gunshot,No known charges,No,Allegedly Armed,gun,,
29,Male,Black,7/25/2013,Middle Island,NY,Suffolk,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,,
42,Male,Hispanic,7/25/2013,Compton,CA,Los Angeles,Gunshot,No known charges,Unknown,Unclear,undetermined,,
49,Male,Unknown race,7/25/2013,Monroe,NC,Union,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,White,7/24/2013,Cincinnati,OH,Hamilton,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
35,Male,Asian,7/23/2013,Las Vegas,NV,Clark,Gunshot,No known charges,No,Allegedly Armed,knife and hammer,,
43,Male,Unknown race,7/23/2013,Tempe,AZ,Maricopa,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
21,Male,Black,7/22/2013,Philadelphia,PA,Philadelphia,Gunshot,No known charges,No,Allegedly Armed,gun,,
40,Male,Hispanic,7/22/2013,Coralville,IA,Johnson,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
28,Male,Black,7/21/2013,Wilmington,DE,New Castle,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
36,Male,White,7/21/2013,Grand Forks,ND,Grand Forks,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Male,White,7/21/2013,Wilson,NC,Wilson,Gunshot,No known charges,No,Unclear,undetermined,,
24,Male,Unknown race,7/20/2013,Powder Springs,GA,Cobb,Gunshot,No known charges,No,Allegedly Armed,gun,,
49,Male,White,7/20/2013,Cockeysville,MD,Baltimore,Gunshot,No known charges,No,Allegedly Armed,knife,,
47,Male,Black,7/19/2013,Fairfield,CA,Solano,Gunshot,No known charges,No,Allegedly Armed,gun,,
29,Male,Hispanic,7/19/2013,Whittier,CA,Los Angeles,Gunshot,No known charges,Unknown,Unclear,undetermined,,
46,Male,White,7/19/2013,Latrobe,PA,Westmoreland,Gunshot,No known charges,No,Unclear,undetermined,,
34,Male,Asian,7/18/2013,Columbia,SC,Richland,Gunshot,No known charges,No,Allegedly Armed,gun,,
23,Male,Black,7/18/2013,Pembroke Pines,FL,Broward,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,7/18/2013,Vacaville,CA,Solano,Gunshot,No known charges,No,Allegedly Armed,hammer and knife,,
44,Male,Black,7/18/2013,Baltimore,MD,Baltimore City,Beaten,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
42,Male,Black,7/18/2013,Alameda,CA,Alameda,Gunshot,No known charges,No,Unclear,undetermined,,
19,Male,Hispanic,7/17/2013,Dallas,TX,Dallas,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
38,Male,White,7/17/2013,Anderson,CA,Shasta,Gunshot,No known charges,No,Allegedly Armed,gun,,
39,Male,Black,7/16/2013,St. Petersburg,FL,Pinellas,Gunshot,No known charges,No,Allegedly Armed,gun,,
19,Male,Black,7/16/2013,San Antonio,TX,Bexar,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
46,Male,Unknown race,7/16/2013,Oil Springs,KY,Johnson,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,,
68,Female,White,7/16/2013,Oil CIty,PA,Venango,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
37,Male,White,7/16/2013,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,,
26,Male,Black,7/15/2013,Little Rock,AR,Pulaski,Gunshot,No known charges,No,Allegedly Armed,gun,,
76,Male,Asian,7/14/2013,St. Louis Park,MN,Hennepin,Taser,No known charges,No,Allegedly Armed,knife and scissors,,
34,Male,Hispanic,7/14/2013,Lafayette,LA,Lafayette,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
24,Male,White,7/14/2013,Killeen,TX,Bell,Gunshot,No known charges,No,Allegedly Armed,gun,,
25,Male,White,7/13/2013,Needham,IN,Johnson,Gunshot,No known charges,No,Allegedly Armed,gun,,
42,Male,White,7/12/2013,Oak View,CA,Ventura,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,7/11/2013,Oklahoma City,OK,Oklahoma,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
26,Male,Black,7/11/2013,Riverside,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,gun,,
27,Male,Black,7/11/2013,Reno,NV,Washoe,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
31,Male,Hispanic,7/11/2013,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,White,7/11/2013,Wichita,KS,Sedgwick,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,,
36,Male,Black,7/10/2013,Loma,CO,Mesa,Gunshot,No known charges,No,Allegedly Armed,gun,,
20,Male,Unknown race,7/10/2013,Houston,TX,Harris,Gunshot,No known charges,No,Allegedly Armed,gun,,
30,Male,White,7/10/2013,St. Cloud,FL,Osceola,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
24,Male,Black,7/9/2013,Jacksonville,FL,Duval,Gunshot,No known charges,No,Allegedly Armed,gun,,
40,Male,Black,7/9/2013,Hazelwood,MO,St. Louis,"Taser, Beaten",No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
40,Male,Hispanic,7/9/2013,Belleville,NJ,Essex,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,knives,,
42,Male,Hispanic,7/9/2013,Yuma,AZ,Yuma,Gunshot,No known charges,No,Allegedly Armed,gun,,
46,Male,Unknown race,7/9/2013,Cabazon,CA,Riverside,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
57,Male,Black,7/8/2013,Panama City,FL,Leon,Gunshot,No known charges,No,Allegedly Armed,gun,,
55,Male,Unknown race,7/8/2013,Brush Valley,PA,Indiana,Gunshot,No known charges,No,Allegedly Armed,gun,,
27,Male,White,7/8/2013,Sewickley,PA,Allegheny,Gunshot,No known charges,No,Allegedly Armed,gun,,
50,Male,White,7/8/2013,Pooler,GA,Chatham,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
52,Male,White,7/8/2013,Batavia Township,IL,Kane,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
29,Male,Black,7/7/2013,Louisville,KY,Jefferson,Gunshot,No known charges,No,Allegedly Armed,gun,,
35,Male,Hispanic,7/7/2013,Amarillo,TX,Potter,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
62,Male,White,7/7/2013,Buckner,IL,Franklin,"Taser, Pepper spray, beaten","Charged, Convicted, Sentenced to 18 months",No,Unarmed/Did Not Have an Actual Weapon,no object,,
29,Male,White,7/7/2013,Norco,CA,Riverside,Gunshot,No known charges,No,Vehicle,vehicle,,
27,Male,Asian,7/6/2013,Fresno,CA,Fresno,Gunshot,No known charges,No,Allegedly Armed,gun,,
34,Male,Unknown race,7/6/2013,Phoenix,AZ,Maricopa,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
84,Male,Unknown race,7/6/2013,Craigsville,WV,Nicholas,Gunshot,No known charges,No,Allegedly Armed,gun,,
59,Male,White,7/6/2013,Charlotte,NC,Mecklenburg,Gunshot,No known charges,No,Allegedly Armed,gun,,
66,Male,Black,7/5/2013,Albuquerque,NM,Bernalillo,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
57,Male,Unknown race,7/5/2013,Des Moines,IA,Polk,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Male,White,7/5/2013,Seattle,WA,King,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
39,Male,White,7/5/2013,Pensacola,FL,Escambia,Gunshot,No known charges,No,Allegedly Armed,gun,,
42,Male,White,7/5/2013,Billings,MT,Yellowstone,Gunshot,No known charges,No,Allegedly Armed,gun,,
31,Male,Asian,7/4/2013,Arlington,TX,Tarrant,Gunshot,No known charges,No,Allegedly Armed,gun,,
37,Male,Black,7/4/2013,Indio,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,gun,,
17,Male,Black,7/4/2013,Chicago,IL,Cook,Gunshot,No known charges,No,Unclear,undetermined,,
53,Male,Hispanic,7/4/2013,Gilford Township,MI,Tuscola,Gunshot,No known charges,No,Allegedly Armed,gun,,
23,Male,White,7/3/2013,Orange,MA,Franklin,Gunshot,No known charges,No,Allegedly Armed,gun,,
26,Male,White,7/3/2013,Calais,ME,Washington,Gunshot,No known charges,No,Allegedly Armed,gun,,
30,Male,White,7/3/2013,Boardman,OH,Mahoning,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
34,Male,White,7/3/2013,Malvern,AR,Hot Spring,Gunshot,No known charges,No,Allegedly Armed,gun,,
35,Male,Asian,7/2/2013,Oroville,CA,Butte,Gunshot,No known charges,No,Allegedly Armed,gun,,
37,Male,Hispanic,7/2/2013,Las Cruces,NM,Dona Ana,Gunshot,No known charges,No,Allegedly Armed,gun,,
54,Female,Unknown race,7/2/2013,Redmond,OR,Deschutes,Gunshot,No known charges,No,Allegedly Armed,gun,,
27,Male,White,7/2/2013,Ashland,MA,Middlesex,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,,
33,Male,Unknown race,7/1/2013,Memphis,TN,Shelby,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
76,Male,Unknown race,7/1/2013,Town of Pound,WI,Marinette,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
39,Male,Black,6/30/2013,Augusta,GA,Richmond,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
34,Male,Hispanic,6/30/2013,Pacoima,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,Black,6/29/2013,Vacaville,CA,Solano,Gunshot,No known charges,No,Vehicle,vehicle ,,
62,Male,Hispanic,6/29/2013,Miami,FL,Miami-Dade,Gunshot,No known charges,No,Allegedly Armed,knife,,
26,Male,Unknown race,6/29/2013,Yucaipa,CA,San Bernardino,Gunshot,No known charges,No,Allegedly Armed,gun,,
46,Male,Unknown race,6/29/2013,Shirley,NY,Suffolk,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,Asian,6/28/2013,San Antonio,TX,Bexar,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
49,Male,White,6/28/2013,Granbury,TX,Hood,Gunshot,No known charges,No,Allegedly Armed,gun,,
50,Male,White,6/28/2013,Uniontown,PA,Fayette,Gunshot,No known charges,No,Allegedly Armed,gun,,
64,Male,White,6/28/2013,Jacksonville,AR,Pulaski,Gunshot,No known charges,No,Allegedly Armed,knife,,
22,Male,Black,6/27/2013,Compton,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,,
38,Male,Unknown race,6/27/2013,Atlanta,GA,Fulton,Gunshot,No known charges,No,Unclear,undetermined,,
80,Male,White,6/27/2013,Littlerock,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,,
66,Male,Unknown race,6/26/2013,Maysel,WV,Clay,Gunshot,No known charges,No,Allegedly Armed,gun,,
30,Male,White,6/26/2013,Hemet,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,gun,,
34,Male,White,6/26/2013,Liberty Township,MN,Beltrami,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
34,Male,Unknown race,6/25/2013,Jurupa Valley,CA,Riverside,Gunshot,No known charges,No,Vehicle,vehicle,,
26,Male,Unknown race,6/24/2013,Fairview,AK,Matanuska-Susitna Borough,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
47,Male,White,6/24/2013,Cape Coral,FL,Lee,Gunshot,No known charges,No,Allegedly Armed,gun,,
26,Male,Black,6/23/2013,Lexington,MS,Holmes,Gunshot,No known charges,No,Allegedly Armed,gun,,
35,Female,Hispanic,6/23/2013,Santa Ana,CA,Orange,Gunshot,No known charges,No,Allegedly Armed,gun,,
37,Male,Unknown race,6/23/2013,Fort Worth,TX,Tarrant,Gunshot,No known charges,No,Allegedly Armed,knife,,
31,Female,White,6/23/2013,Round Rock,TX,Williamson,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
26,Male,White,6/23/2013,Houston,TX,Harris,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
24,Male,Hispanic,6/22/2013,La Puente,CA,Los Angeles,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
56,Male,Unknown race,6/22/2013,Roseburg,OR,Douglas,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
46,Male,White,6/21/2013,Coal City,WV,Raleigh,Gunshot,No known charges,No,Allegedly Armed,gun,,
20,Male,Black,6/20/2013,Glendale,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,,
39,Male,Black,6/20/2013,Milwaukee,WI,Milwaukee,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,White,6/20/2013,Knoxville,TN,Knox,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
45,Male,Black,6/19/2013,Oklahoma City,OK,Oklahoma,Gunshot,No known charges,No,Allegedly Armed,gun,,
44,Male,Hispanic,6/19/2013,Irving,TX,Dallas,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Male,Unknown race,6/19/2013,Shreveport,LA,Caddo,Gunshot,No known charges,No,Allegedly Armed,metal tool,,
46,Male,Unknown race,6/19/2013,Lynnwood,WA,Snohomish,Gunshot,No known charges,No,Allegedly Armed,fireworks and gun,,
62,Male,White,6/19/2013,St. Regis,MT,Mineral,Gunshot,No known charges,No,Allegedly Armed,gun,,
17,Male,Black,6/18/2013,Charlotte,NC,Mecklenburg,Gunshot,No known charges,No,Allegedly Armed,gun,,
50,Male,Unknown race,6/18/2013,New York,NY,New York,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Male,White,6/18/2013,Lakewood,WA,Pierce,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
34,Male,Black,6/17/2013,San Antonio,TX,Bexar,Gunshot,No known charges,No,Allegedly Armed,gun,,
59,Male,Unknown race,6/17/2013,Salem,CT,New London,Gunshot,No known charges,Yes,Allegedly Armed,blunt object,,
45,Male,Unknown race,6/17/2013,Kansas City,MO,Clay,Taser,No known charges,Yes,Unclear,undetermined,,
41,Male,White,6/17/2013,Nacogdoches,TX,Nacogdoches,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
15,Male,Black,6/16/2013,Chicago,IL,Cook,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,6/16/2013,Chicago,IL,Cook,Gunshot,No known charges,No,Allegedly Armed,gun,,
37,Male,Black,6/16/2013,Midwest City,OK,Oklahoma,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
48,Male,Black,6/16/2013,West Columbia,SC,Lexington,Gunshot,No known charges,No,Allegedly Armed,gun,,
48,Male,Black,6/16/2013,Miami,FL,Miami-Dade,Gunshot,No known charges,No,Unclear,undetermined,,
23,Male,Hispanic,6/16/2013,Round Rock,TX,Williamson,Gunshot,No known charges,No,Allegedly Armed,gun,,
53,Male,Unknown race,6/16/2013,Fremont,CA,Alameda,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
60,Male,Unknown race,6/16/2013,Montgomery,IN,Daviess,Gunshot,No known charges,No,Allegedly Armed,gun,,
54,Male,White,6/16/2013,Orlando,FL,Orange,Gunshot,No known charges,No,Allegedly Armed,unknown weapon,,
33,Male,White,6/16/2013,Bakersfield,CA,Kern,Gunshot,No known charges,No,Unclear,undetermined,,
33,Male,Black,6/15/2013,Gainesville,FL,Alachua,Gunshot,No known charges,No,Allegedly Armed,gun,,
25,Male,Hispanic,6/15/2013,Omaha,NE,Douglas,Gunshot,No known charges,No,Allegedly Armed,gun,,
38,Male,Unknown race,6/15/2013,Miami,FL,Miami-Dade,Gunshot,No known charges,No,Unclear,undetermined,,
61,Male,White,6/15/2013,Fruita,CO,Mesa,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,Black,6/14/2013,Castro Valley,CA,Alameda,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
41,Male,White,6/14/2013,Randolph,MA,Norfolk,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,,
17,Male,Unknown race,6/13/2013,Huntsville,AL,Madison,Beaten,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,,
39,Male,White,6/13/2013,Elkhorn,WI,Walworth,Gunshot,No known charges,No,Allegedly Armed,gun,,
34,Male,White,6/13/2013,Spokane,WA,Spokane,Asphyxiated,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
54,Male,Unknown race,6/12/2013,Orange,CA,Orange,Gunshot,No known charges,No,Allegedly Armed,box cutter,,
26,Male,White,6/12/2013,Mullan,ID,Shoshone,Gunshot,No known charges,No,Allegedly Armed,gun,,
23,Male,Black,6/11/2013,Beloit,WI,Rock,Gunshot,No known charges,No,Vehicle,vehicle,,
26,Male,White,6/11/2013,Duluth,MN,St. Louis,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,6/10/2013,Orlando,FL,Orange,Gunshot,No known charges,No,Allegedly Armed,gun,,
34,Male,White,6/10/2013,Sardis,GA,Burke,Gunshot,No known charges,No,Allegedly Armed,ax,,
35,Male,White,6/10/2013,Lancaster,PA,Lancaster,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
43,Male,Hispanic,6/9/2013,Meriden,CT,New Haven,Taser,No known charges,No,Unclear,undetermined,,
21,Male,White,6/9/2013,Hampden,ME,Penobscot,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
48,Male,White,6/9/2013,Paden,OK,Okfuskee,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Male,White,6/9/2013,Thornton,IL,Cook,Taser,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
21,Male,Asian,6/8/2013,Wilmer,AL,Mobile,Gunshot,No known charges,No,Allegedly Armed,gun,,
57,Male,Asian,6/8/2013,Vallejo,CA,Solano,Gunshot,No known charges,No,Allegedly Armed,gun,,
19,Male,Black,6/8/2013,Perris,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,6/8/2013,San Angelo,TX,Tom Green,Tasered,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
48,Male,Hispanic,6/8/2013,Windsor,CA,Sonoma,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
40,Male,Unknown race,6/8/2013,Bradenton,FL,Manatee,Gunshot,No known charges,No,Allegedly Armed,blunt object,,
24,Female,White,6/8/2013,Tucson,AZ,Pima,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
36,Male,White,6/8/2013,Millersville,MD,Anne Arundel,Gunshot,"Charged, Acquitted",No,Vehicle,vehicle,,
21,Male,White,6/8/2013,Afton,VA,Nelson,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
23,Male,Asian,6/7/2013,Santa Monica,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,,
34,Male,Unknown race,6/7/2013,Jonesboro,GA,Clayton,Gunshot,No known charges,No,Allegedly Armed,gun,,
37,Male,White,6/7/2013,Acworth,GA,Cobb,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
35,Male,White,6/7/2013,Yuba City,CA,Sutter,Gunshot,No known charges,No,Unclear,undetermined,,
40,Male,White,6/7/2013,Reno,NV,Washoe,Gunshot,No known charges,No,Unclear,undetermined,,
39,Male,White,6/7/2013,Hobe Sound,FL,Martin,Gunshot,No known charges,No,Vehicle,vehicle,,
27,Male,White,6/6/2013,Bonham,TX,Fannin,Gunshot,No known charges,No,Allegedly Armed,gun,,
67,Male,White,6/6/2013,Hickory,NC,Catawba,Gunshot,No known charges,No,Allegedly Armed,gun,,
46,Female,Black,6/5/2013,St. Albans,NY,New York,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
36,Male,Unknown race,6/5/2013,Fallbrook,CA,San Diego,Beaten,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
57,Male,Unknown race,6/5/2013,White Marsh,MD,Baltimore,Gunshot,No known charges,Unknown,Unclear,undetermined,,
32,Male,White,6/5/2013,Highland Park,TX,Dallas,Gunshot,No known charges,No,Allegedly Armed,gun,,
37,Male,White,6/5/2013,Escondido,CA,San Diego,Gunshot,No known charges,No,Allegedly Armed,explosives and guns,,
22,Male,Black,6/4/2013,Flint,MI,Genesee,Gunshot,No known charges,No,Allegedly Armed,gun,,
25,Male,Hispanic,6/4/2013,San Jacinto,CA,Riverside,Gunshot,No known charges,No,Unclear,undetermined,,
51,Female,Unknown race,6/4/2013,Mad River,CA,Trinity,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,Unknown race,6/4/2013,Memphis,TN,Shelby,Gunshot,No known charges,No,Allegedly Armed,gun,,
40,Male,Unknown race,6/4/2013,Vallejo,CA,Solano,Gunshot,No known charges,No,Allegedly Armed,flare gun,,
16,Male,White,6/4/2013,Kansas City,MO,Jackson,Gunshot,No known charges,No,Allegedly Armed,gun,,
25,Male,Hispanic,6/3/2013,Huron,CA,Fresno,Gunshot,No known charges,No,Allegedly Armed,gun,,
60,Male,White,6/3/2013,Red Feather Lakes,CO,Larimer,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,,
35,Male,White,6/3/2013,Waimanalo,HI,Honolulu,Asphyxiated,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
28,Female,Black,6/2/2013,Selma,AL,Dallas,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
33,Male,Black,6/2/2013,South Bend,IN,St. Joseph,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
59,Male,Black,6/2/2013,Selma,AL,Dallas,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
38,Male,Hispanic,6/2/2013,Dorchester,MA,Suffolk,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
34,Male,Hispanic,6/2/2013,Gardena,CA,Los Angeles,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
55,Male,Unknown race,6/2/2013,Pine,CO,Jefferson,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
26,Male,Unknown race,6/1/2013,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,White,6/1/2013,San Diego,CA,San Diego,Gunshot,No known charges,No,Allegedly Armed,knife,,
48,Male,White,6/1/2013,Spokane,WA,Spokane,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,knife,,
30,Male,Black,5/31/2013,Atlanta,GA,Fulton,Gunshot,No known charges,No,Allegedly Armed,gun,,
54,Male,White,5/31/2013,Broad Creek,NC,Carteret,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
38,Female,Asian,5/30/2013,Sterling,VA,Loudoun,Gunshot,No known charges,Yes,Allegedly Armed,knife/scissors,,
24,Male,Hispanic,5/30/2013,Mesa,AZ,Maricopa,Taser,No known charges,Drug or alcohol use,Allegedly Armed,gun,,
26,Male,Hispanic,5/30/2013,Santa Ana,CA,Orange,Gunshot,No known charges,No,Vehicle,vehicle,,
22,Male,Black,5/29/2013,Oakland,CA,Alameda,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,Black,5/29/2013,Philadelphia,PA,Philadelphia,Gunshot,No known charges,No,Allegedly Armed,gun,,
34,Male,Black,5/29/2013,Washington,DC,District of Columbia,Gunshot,No known charges,No,Allegedly Armed,unknown weapon,,
62,Male,Unknown race,5/29/2013,Helena,MT,Lewis and Clark,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
37,Female,White,5/28/2013,Crossville,TN,Cumberland,Gunshot,No known charges,No,Allegedly Armed,gun,,
72,Male,White,5/28/2013,Fort Worth,TX,Tarrant,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,Black,5/27/2013,St. Louis,MO,St. Louis,Gunshot,"Charged, Acquitted",No,Unclear,undetermined,,
23,Male,Hispanic,5/26/2013,Eden,TX,Concho,Gunshot,No known charges,No,Allegedly Armed,gun,,
