"county","fips","candidate","state","pct_report","votes","total_votes","pct","lead"
"Henderson County","21101","Hillary Clinton","KY",1,6707,19705,0.34037046434915,"Donald Trump"
"Shawano County","55115","Donald Trump","WI",1,12742,19697,0.646900543229934,"Donald Trump"
"Shawano County","55115","Hillary Clinton","WI",1,6056,19697,0.307457988526172,"Donald Trump"
"Walker County","48471","Donald Trump","TX",1,12878,19683,0.654270182390896,"Donald Trump"
"Walker County","48471","Hillary Clinton","TX",1,6085,19683,0.309150027942895,"Donald Trump"
"Lafayette County","28071","Donald Trump","MS",1,10872,19642,0.553507789430812,"Donald Trump"
"Lafayette County","28071","Hillary Clinton","MS",1,7968,19642,0.405661337949292,"Donald Trump"
"Sutter County","6101","Donald Trump","CA",1,10947,19617,0.5580363970026,"Donald Trump"
"Sutter County","6101","Hillary Clinton","CA",1,7599,19617,0.387368099097721,"Donald Trump"
"Eddy County","35015","Donald Trump","NM",1,13124,19602,0.669523518008367,"Donald Trump"
"Eddy County","35015","Hillary Clinton","NM",1,5008,19602,0.255484134272013,"Donald Trump"
"Nye County","32023","Donald Trump","NV",1,13320,19592,0.679869334422213,"Donald Trump"
"Nye County","32023","Hillary Clinton","NV",1,5095,19592,0.260055124540629,"Donald Trump"
"Fulton County","36035","Donald Trump","NY",1,12759,19563,0.65220058273271,"Donald Trump"
"Fulton County","36035","Hillary Clinton","NY",1,5805,19563,0.296733629811379,"Donald Trump"
"McDowell County","37111","Donald Trump","NC",1,14517,19557,0.742291762540267,"Donald Trump"
"McDowell County","37111","Hillary Clinton","NC",1,4645,19557,0.237510865674694,"Donald Trump"
"Monroe County","55081","Donald Trump","WI",1,11442,19554,0.585148818656029,"Donald Trump"
"Monroe County","55081","Hillary Clinton","WI",1,7047,19554,0.360386621663087,"Donald Trump"
"Stephenson County","17177","Donald Trump","IL",1,10845,19525,0.555441741357234,"Donald Trump"
"Stephenson County","17177","Hillary Clinton","IL",1,7531,19525,0.385710627400768,"Donald Trump"
"Gloucester County","51073","Donald Trump","VA",1,13087,19524,0.670303216553985,"Donald Trump"
"Gloucester County","51073","Hillary Clinton","VA",1,5399,19524,0.276531448473673,"Donald Trump"
"Huntingdon County","42061","Donald Trump","PA",1,14369,19496,0.73702297907263,"Donald Trump"
"Huntingdon County","42061","Hillary Clinton","PA",1,4487,19496,0.23014977431268,"Donald Trump"
"Gibson County","47053","Donald Trump","TN",1,13779,19484,0.707195647710942,"Donald Trump"
"Gibson County","47053","Hillary Clinton","TN",1,5255,19484,0.269708478751796,"Donald Trump"
"Laurens County","13175","Donald Trump","GA",1,12401,19448,0.637649115590292,"Donald Trump"
"Laurens County","13175","Hillary Clinton","GA",1,6737,19448,0.346410941999177,"Donald Trump"
"Woodford County","17203","Donald Trump","IL",1,13180,19389,0.679766878126773,"Donald Trump"
"Woodford County","17203","Hillary Clinton","IL",1,5068,19389,0.261385321574088,"Donald Trump"
"Franklin County","50011","Hillary Clinton","VT",1,9351,19373,0.482682083311826,"Hillary Clinton"
"Franklin County","50011","Donald Trump","VT",1,8752,19373,0.451762762607753,"Hillary Clinton"
"Levy County","12075","Donald Trump","FL",1,13758,19367,0.710383642278102,"Donald Trump"
"Levy County","12075","Hillary Clinton","FL",1,5091,19367,0.262869830123406,"Donald Trump"
"Lewis County","53041","Donald Trump","WA",0.5217,12503,19321,0.647119714300502,"Donald Trump"
"Lewis County","53041","Hillary Clinton","WA",0.5217,5750,19321,0.297603643703742,"Donald Trump"
"Fayette County","47047","Donald Trump","TN",1,13046,19306,0.675748471977624,"Donald Trump"
"Fayette County","47047","Hillary Clinton","TN",1,5865,19306,0.303791567388377,"Donald Trump"
"Person County","37145","Donald Trump","NC",1,11116,19303,0.575869035901155,"Donald Trump"
"Person County","37145","Hillary Clinton","NC",1,7772,19303,0.402631715277418,"Donald Trump"
"Wilson County","48493","Donald Trump","TX",1,13991,19255,0.726616463256297,"Donald Trump"
"Wilson County","48493","Hillary Clinton","TX",1,4790,19255,0.248766554141781,"Donald Trump"
"Sanilac County","26151","Donald Trump","MI",1,13446,19243,0.698747596528608,"Donald Trump"
"Sanilac County","26151","Hillary Clinton","MI",1,4873,19243,0.253234942576521,"Donald Trump"
"Susquehanna County","42115","Donald Trump","PA",1,13295,19200,0.692447916666667,"Donald Trump"
"Susquehanna County","42115","Hillary Clinton","PA",1,5065,19200,0.263802083333333,"Donald Trump"
"Jefferson County","53031","Hillary Clinton","WA",0.8333,11987,19145,0.626116479498564,"Hillary Clinton"
"Jefferson County","53031","Donald Trump","WA",0.8333,5716,19145,0.298563593627579,"Hillary Clinton"
"Brown County","39015","Donald Trump","OH",1,14257,19139,0.744918752285908,"Donald Trump"
"Brown County","39015","Hillary Clinton","OH",1,4270,19139,0.223104655415643,"Donald Trump"
"Russell County","1113","Hillary Clinton","AL",1,9577,19136,0.500470317725752,"Hillary Clinton"
"Russell County","1113","Donald Trump","AL",1,9210,19136,0.481291806020067,"Hillary Clinton"
"Callaway County","29027","Donald Trump","MO",1,13052,19127,0.682386155696136,"Donald Trump"
"Callaway County","29027","Hillary Clinton","MO",1,4988,19127,0.260783186072045,"Donald Trump"
"Muscatine County","19139","Donald Trump","IA",1,9549,19086,0.500314366551399,"Donald Trump"
"Muscatine County","19139","Hillary Clinton","IA",1,8284,19086,0.434035418631458,"Donald Trump"
"Lawrence County","18093","Donald Trump","IN",1,14034,19076,0.735688823652757,"Donald Trump"
"Lawrence County","18093","Hillary Clinton","IN",1,4210,19076,0.220696162717551,"Donald Trump"
"Monroe County","17133","Donald Trump","IL",1,12614,19074,0.661319073083779,"Donald Trump"
"Monroe County","17133","Hillary Clinton","IL",1,5522,19074,0.289504036908881,"Donald Trump"
"Burnet County","48053","Donald Trump","TX",1,14595,19046,0.766302635724037,"Donald Trump"
"Burnet County","48053","Hillary Clinton","TX",1,3785,19046,0.19872939199832,"Donald Trump"
"Steele County","27147","Donald Trump","MN",1,11198,19040,0.58813025210084,"Donald Trump"
"Steele County","27147","Hillary Clinton","MN",1,6239,19040,0.327678571428571,"Donald Trump"
"Oconee County","13219","Donald Trump","GA",1,12885,19030,0.677088807146611,"Donald Trump"
"Oconee County","13219","Hillary Clinton","GA",1,5253,19030,0.276037834997373,"Donald Trump"
"Calaveras County","6009","Donald Trump","CA",1,11064,19029,0.581428346208419,"Donald Trump"
"Calaveras County","6009","Hillary Clinton","CA",1,6740,19029,0.354196226811708,"Donald Trump"
"Dare County","37055","Donald Trump","NC",1,11283,19009,0.593560944815614,"Donald Trump"
"Dare County","37055","Hillary Clinton","NC",1,7079,19009,0.372402546162344,"Donald Trump"
"Jefferson County","47089","Donald Trump","TN",1,14760,18994,0.777087501316205,"Donald Trump"
"Jefferson County","47089","Hillary Clinton","TN",1,3490,18994,0.183742234389807,"Donald Trump"
"Rusk County","48401","Donald Trump","TX",1,14675,18994,0.772612403917026,"Donald Trump"
"Rusk County","48401","Hillary Clinton","TX",1,3935,18994,0.207170685479625,"Donald Trump"
"Logan County","40083","Donald Trump","OK",1,13613,18948,0.718439940890859,"Donald Trump"
"Logan County","40083","Hillary Clinton","OK",1,4239,18948,0.223717542748575,"Donald Trump"
"Osage County","40113","Donald Trump","OK",1,12559,18942,0.663023967902017,"Donald Trump"
"Osage County","40113","Hillary Clinton","OK",1,5593,18942,0.295269770879527,"Donald Trump"
"Tooele County","49045","Donald Trump","UT",0.9388,9693,18905,0.512721502248083,"Donald Trump"
"Tooele County","49045","Hillary Clinton","UT",0.9388,4015,18905,0.212377677862999,"Donald Trump"
"Pearl River County","28109","Donald Trump","MS",1,15530,18893,0.821997565235802,"Donald Trump"
"Pearl River County","28109","Hillary Clinton","MS",1,2919,18893,0.154501667284179,"Donald Trump"
"Greene County","36039","Donald Trump","NY",1,11546,18869,0.611903121522073,"Donald Trump"
"Greene County","36039","Hillary Clinton","NY",1,6370,18869,0.337590757326832,"Donald Trump"
"Danville city","51590","Hillary Clinton","VA",1,11051,18862,0.585886968508112,"Hillary Clinton"
"Danville city","51590","Donald Trump","VA",1,7306,18862,0.387339624642138,"Hillary Clinton"
"Gordon County","13129","Donald Trump","GA",1,15171,18850,0.804827586206897,"Donald Trump"
"Gordon County","13129","Hillary Clinton","GA",1,3176,18850,0.168488063660477,"Donald Trump"
"Camden County","13039","Donald Trump","GA",1,12287,18825,0.65269588313413,"Donald Trump"
"Camden County","13039","Hillary Clinton","GA",1,5914,18825,0.314156706507304,"Donald Trump"
"Richmond County","37153","Donald Trump","NC",1,10199,18813,0.542125126242492,"Donald Trump"
"Richmond County","37153","Hillary Clinton","NC",1,8290,18813,0.440652740126508,"Donald Trump"
"Green County","55045","Hillary Clinton","WI",1,9121,18791,0.485391942951413,"Hillary Clinton"
"Green County","55045","Donald Trump","WI",1,8693,18791,0.462615081688042,"Hillary Clinton"
"Jasper County","19099","Donald Trump","IA",1,10556,18776,0.562207072858969,"Donald Trump"
"Jasper County","19099","Hillary Clinton","IA",1,7108,18776,0.378568385172561,"Donald Trump"
"Emmet County","26047","Donald Trump","MI",1,10616,18774,0.565462874187706,"Donald Trump"
"Emmet County","26047","Hillary Clinton","MI",1,6972,18774,0.371364653243848,"Donald Trump"
"Talbot County","24041","Donald Trump","MD",1,10098,18731,0.539106294378303,"Donald Trump"
"Talbot County","24041","Hillary Clinton","MD",1,7865,18731,0.419892157386151,"Donald Trump"
"Dallas County","1047","Hillary Clinton","AL",1,12826,18730,0.684783769353978,"Hillary Clinton"
"Dallas County","1047","Donald Trump","AL",1,5784,18730,0.308809396689802,"Hillary Clinton"
"Thomas County","13275","Donald Trump","GA",1,11225,18730,0.59930592632141,"Donald Trump"
"Thomas County","13275","Hillary Clinton","GA",1,7138,18730,0.381099839829151,"Donald Trump"
"Des Moines County","19057","Donald Trump","IA",1,9479,18713,0.506546251269171,"Donald Trump"
"Des Moines County","19057","Hillary Clinton","IA",1,8178,18713,0.43702239085128,"Donald Trump"
"Crawford County","39033","Donald Trump","OH",1,13265,18702,0.709282429686665,"Donald Trump"
"Crawford County","39033","Hillary Clinton","OH",1,4518,18702,0.24157844080847,"Donald Trump"
"McMinn County","47107","Donald Trump","TN",1,14673,18694,0.784904247352092,"Donald Trump"
"McMinn County","47107","Hillary Clinton","TN",1,3507,18694,0.187600299561357,"Donald Trump"
"Tuolumne County","6109","Donald Trump","CA",1,10614,18693,0.567806130637137,"Donald Trump"
"Tuolumne County","6109","Hillary Clinton","CA",1,7075,18693,0.378483924463703,"Donald Trump"
"McLeod County","27085","Donald Trump","MN",1,12155,18684,0.650556625990152,"Donald Trump"
"McLeod County","27085","Hillary Clinton","MN",1,4978,18684,0.266431171055449,"Donald Trump"
"Suwannee County","12121","Donald Trump","FL",1,14281,18675,0.76471218206158,"Donald Trump"
"Suwannee County","12121","Hillary Clinton","FL",1,3955,18675,0.211780455153949,"Donald Trump"
"Lincoln Parish","22061","Donald Trump","LA",1,10761,18664,0.576564509215602,"Donald Trump"
"Lincoln Parish","22061","Hillary Clinton","LA",1,7102,18664,0.380518645520789,"Donald Trump"
"Apache County","4001","Hillary Clinton","AZ",1,12196,18659,0.653625596227022,"Hillary Clinton"
"Apache County","4001","Donald Trump","AZ",1,5315,18659,0.284849134465941,"Hillary Clinton"
"Wood County","48499","Donald Trump","TX",1,15681,18646,0.840984661589617,"Donald Trump"
"Wood County","48499","Hillary Clinton","TX",1,2624,18646,0.140727233723051,"Donald Trump"
"Botetourt County","51023","Donald Trump","VA",1,13369,18641,0.717182554583982,"Donald Trump"
"Botetourt County","51023","Hillary Clinton","VA",1,4492,18641,0.240974196663269,"Donald Trump"
"Washington Parish","22117","Donald Trump","LA",1,12552,18622,0.674041456341961,"Donald Trump"
"Washington Parish","22117","Hillary Clinton","LA",1,5690,18622,0.305552572226399,"Donald Trump"
"Dickson County","47043","Donald Trump","TN",1,13213,18619,0.709651431333584,"Donald Trump"
"Dickson County","47043","Hillary Clinton","TN",1,4718,18619,0.253397067511682,"Donald Trump"
"Dale County","1045","Donald Trump","AL",1,13798,18617,0.741150561314927,"Donald Trump"
"Dale County","1045","Hillary Clinton","AL",1,4408,18617,0.236772842026105,"Donald Trump"
"Jefferson County","42065","Donald Trump","PA",1,14533,18551,0.783407902538947,"Donald Trump"
"Jefferson County","42065","Hillary Clinton","PA",1,3437,18551,0.185273031103445,"Donald Trump"
"Elko County","32007","Donald Trump","NV",1,13542,18545,0.730223779994608,"Donald Trump"
"Elko County","32007","Hillary Clinton","NV",1,3400,18545,0.183337826907522,"Donald Trump"
"Lamar County","48277","Donald Trump","TX",1,14546,18537,0.784700868533204,"Donald Trump"
"Lamar County","48277","Hillary Clinton","TX",1,3579,18537,0.193073312833792,"Donald Trump"
"Franklin County","17055","Donald Trump","IL",1,13101,18533,0.706901203259051,"Donald Trump"
"Franklin County","17055","Hillary Clinton","IL",1,4711,18533,0.254195219338477,"Donald Trump"
"Carter County","40019","Donald Trump","OK",1,13751,18533,0.741973776506772,"Donald Trump"
"Carter County","40019","Hillary Clinton","OK",1,4002,18533,0.215939135595964,"Donald Trump"
"Harrison County","18061","Donald Trump","IN",1,12993,18528,0.701262953367876,"Donald Trump"
"Harrison County","18061","Hillary Clinton","IN",1,4776,18528,0.257772020725389,"Donald Trump"
"Tallapoosa County","1123","Donald Trump","AL",1,12967,18504,0.700767401642888,"Donald Trump"
"Tallapoosa County","1123","Hillary Clinton","AL",1,5271,18504,0.284857328145266,"Donald Trump"
"Phelps County","29161","Donald Trump","MO",1,12699,18499,0.686469538893994,"Donald Trump"
"Phelps County","29161","Hillary Clinton","MO",1,4761,18499,0.257365262987188,"Donald Trump"
"Tazewell County","51185","Donald Trump","VA",1,15160,18495,0.819680994863477,"Donald Trump"
"Tazewell County","51185","Hillary Clinton","VA",1,2895,18495,0.156528791565288,"Donald Trump"
"Barren County","21009","Donald Trump","KY",1,13483,18483,0.729481144835795,"Donald Trump"
"Barren County","21009","Hillary Clinton","KY",1,4275,18483,0.231293621165395,"Donald Trump"
"Delta County","26041","Donald Trump","MI",1,11112,18467,0.601721990577787,"Donald Trump"
"Delta County","26041","Hillary Clinton","MI",1,6431,18467,0.348242811501597,"Donald Trump"
"Cortland County","36023","Donald Trump","NY",1,9207,18424,0.499728614850195,"Donald Trump"
"Cortland County","36023","Hillary Clinton","NY",1,7976,18424,0.432913590968302,"Donald Trump"
"Putnam County","39137","Donald Trump","OH",1,14704,18387,0.799695436993528,"Donald Trump"
"Putnam County","39137","Hillary Clinton","OH",1,2874,18387,0.156306085821504,"Donald Trump"
"Warren County","28149","Donald Trump","MS",1,9420,18287,0.515120030622847,"Donald Trump"
"Warren County","28149","Hillary Clinton","MS",1,8518,18287,0.465795373762782,"Donald Trump"
"Chilton County","1021","Donald Trump","AL",1,15068,18255,0.825417693782525,"Donald Trump"
"Chilton County","1021","Hillary Clinton","AL",1,2909,18255,0.159353601752944,"Donald Trump"
"Mifflin County","42087","Donald Trump","PA",1,14050,18239,0.770327320576786,"Donald Trump"
"Mifflin County","42087","Hillary Clinton","PA",1,3563,18239,0.195350622292889,"Donald Trump"
"Clatsop County","41007","Hillary Clinton","OR",1,8899,18158,0.490087013988325,"Hillary Clinton"
"Clatsop County","41007","Donald Trump","OR",1,7794,18158,0.42923229430554,"Hillary Clinton"
"Latah County","16057","Hillary Clinton","ID",1,8093,18146,0.445993607406591,"Hillary Clinton"
"Latah County","16057","Donald Trump","ID",1,7255,18146,0.399812630882839,"Hillary Clinton"
"Webster Parish","22119","Donald Trump","LA",1,11538,18140,0.636052921719956,"Donald Trump"
"Webster Parish","22119","Hillary Clinton","LA",1,6259,18140,0.345038588754135,"Donald Trump"
"Coryell County","48099","Donald Trump","TX",1,12212,18127,0.673691178904397,"Donald Trump"
"Coryell County","48099","Hillary Clinton","TX",1,5057,18127,0.278976112980637,"Donald Trump"
"Chenango County","36017","Donald Trump","NY",1,11024,18113,0.608623640479214,"Donald Trump"
"Chenango County","36017","Hillary Clinton","NY",1,5943,18113,0.328106884558052,"Donald Trump"
"Clinton County","39027","Donald Trump","OH",1,13466,18100,0.743977900552486,"Donald Trump"
"Clinton County","39027","Hillary Clinton","OH",1,3943,18100,0.217845303867403,"Donald Trump"
"Carlton County","27017","Hillary Clinton","MN",1,8460,18059,0.468464477545822,"Hillary Clinton"
"Carlton County","27017","Donald Trump","MN",1,8160,18059,0.451852262030013,"Hillary Clinton"
"Pettis County","29159","Donald Trump","MO",1,12792,18045,0.708894430590191,"Donald Trump"
"Pettis County","29159","Hillary Clinton","MO",1,4322,18045,0.239512330285398,"Donald Trump"
"Alexander County","37003","Donald Trump","NC",1,13826,18011,0.767641996557659,"Donald Trump"
"Alexander County","37003","Hillary Clinton","NC",1,3750,18011,0.208206096274499,"Donald Trump"
"Marshall County","18099","Donald Trump","IN",1,12286,18008,0.682252332296757,"Donald Trump"
"Marshall County","18099","Hillary Clinton","IN",1,4798,18008,0.266437139049311,"Donald Trump"
"Jackson County","37099","Donald Trump","NC",1,9706,18004,0.53910242168407,"Donald Trump"
