State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate,FIPS
Massachusetts,Avon,1030,1599,0,0.000,0
Massachusetts,Bellingham,4383,5165,0,0.000,0
Massachusetts,Braintree,8680,12464,0,0.000,0
Massachusetts,Brookline,3322,26046,0,0.000,0
Massachusetts,Canton,4953,9147,0,0.000,0
Massachusetts,Cohasset,1662,3835,0,0.000,0
Massachusetts,Dedham,4743,10658,0,0.000,0
Massachusetts,Dover,1140,2759,0,0.000,0
Massachusetts,Foxborough,4287,6583,0,0.000,0
Massachusetts,Franklin,7073,12053,1,0.005,0
Massachusetts,Holbrook,0,0,0,0.000,0
Massachusetts,Medfield,2374,5668,0,0.000,0
Massachusetts,Medway,3000,5149,0,0.000,0
Massachusetts,Millis,1985,3464,0,0.000,0
Massachusetts,Milton,4348,12497,0,0.000,0
Massachusetts,Needham,4071,15538,0,0.000,0
Massachusetts,Norfolk,2548,4037,6,0.083,0
Massachusetts,Norwood,5721,10941,0,0.000,0
Massachusetts,Plainville,2445,3154,0,0.000,0
Massachusetts,Quincy,14224,29956,0,0.000,0
Massachusetts,Randolph,3513,13586,0,0.000,0
Massachusetts,Sharon,2530,8530,0,0.000,0
Massachusetts,Stoughton,0,0,0,0.000,0
Massachusetts,Walpole,6125,9237,0,0.000,0
Massachusetts,Wellesley,3264,12295,0,0.000,0
Massachusetts,Westwood,3430,6812,0,0.000,0
Massachusetts,Weymouth,12293,19254,0,0.000,0
Massachusetts,Wrentham,3313,4220,0,0.000,0
Massachusetts,Abington,4188,5127,0,0.000,0
Massachusetts,Bridgewater,6467,7507,0,0.000,0
Massachusetts,Brockton,0,0,0,0.000,0
Massachusetts,Carver,3503,3265,0,0.000,0
Massachusetts,Duxbury,3986,6758,0,0.000,0
Massachusetts,East Bridgewater,4311,4096,0,0.000,0
Massachusetts,Halifax,2385,2329,0,0.000,0
Massachusetts,Hanover,4479,4859,0,0.000,0
Massachusetts,Hanson,3312,3240,0,0.000,0
Massachusetts,Hingham,4848,10403,0,0.000,0
Massachusetts,Hull,2405,4446,0,0.000,0
Massachusetts,Kingston,3690,4412,0,0.000,0
Massachusetts,Lakeville,3778,3326,0,0.000,0
Massachusetts,Marion,1244,2367,0,0.000,0
Massachusetts,Marshfield,7377,9473,0,0.000,0
Massachusetts,Mattapoisett,1884,2712,0,0.000,0
Massachusetts,Middleborough,7022,6155,0,0.000,0
Massachusetts,Norwell,2910,4262,0,0.000,0
Massachusetts,Pembroke,5304,6118,0,0.000,0
Massachusetts,Plymouth,14936,20780,2,0.005,0
Massachusetts,Plympton,912,962,0,0.000,0
Massachusetts,Rochester,1987,1757,0,0.000,0
Massachusetts,Rockland,4237,5279,0,0.000,0
Massachusetts,Scituate,4611,8595,0,0.000,0
Massachusetts,Wareham,5427,6733,0,0.000,0
Massachusetts,West Bridgewater,2270,2217,0,0.000,0
Massachusetts,Whitman,3875,4487,0,0.000,0
Massachusetts,Boston,42707,225368,0,0.000,0
Massachusetts,Chelsea,2146,7953,0,0.000,0
Massachusetts,Revere,7181,13283,0,0.000,0
Massachusetts,Winthrop,3665,6057,0,0.000,0
Massachusetts,Ashburnham,1643,1982,0,0.000,0
Massachusetts,Athol,2552,2653,0,0.000,0
Massachusetts,Auburn,4260,5547,0,0.000,0
Massachusetts,Barre,1524,1528,0,0.000,0
Massachusetts,Berlin,815,1366,0,0.000,0
Massachusetts,Blackstone,2485,2381,0,0.000,0
Massachusetts,Bolton,1124,2484,0,0.000,0
Massachusetts,Boylston,1314,1876,0,0.000,0
Massachusetts,Brookfield,1054,944,0,0.000,0
Massachusetts,Charlton,4339,3749,0,0.000,0
Massachusetts,Clinton,2876,4661,0,0.000,0
Massachusetts,Douglas,2918,2412,0,0.000,0
Massachusetts,Dudley,3155,2716,0,0.000,0
Massachusetts,East Brookfield,740,592,0,0.000,0
Massachusetts,Fitchburg,5820,8837,0,0.000,0
Massachusetts,Gardner,3881,5075,0,0.000,0
Massachusetts,Grafton,3958,6977,0,0.000,0
Massachusetts,Hardwick,732,746,0,0.000,0
Massachusetts,Harvard,945,3005,0,0.000,0
Massachusetts,Holden,4895,7133,0,0.000,0
Massachusetts,Hopedale,1364,2235,0,0.000,0
Massachusetts,Hubbardston,1441,1387,0,0.000,0
Massachusetts,Lancaster,1737,2381,0,0.000,0
Massachusetts,Leicester,3145,3099,0,0.000,0
Massachusetts,Leominster,8447,12084,0,0.000,0
Massachusetts,Lunenburg,2878,3911,0,0.000,0
Massachusetts,Mendon,1767,2041,0,0.000,0
Massachusetts,Milford,5535,8691,0,0.000,0
Massachusetts,Millbury,3685,4117,0,0.000,0
Massachusetts,Millville,975,820,0,0.000,0
Massachusetts,New Braintree,336,319,0,0.000,0
Massachusetts,Northborough,2835,6273,0,0.000,0
Massachusetts,Northbridge,4195,4655,0,0.000,0
Massachusetts,North Brookfield,1459,1176,0,0.000,0
Massachusetts,Oakham,663,553,0,0.000,0
Massachusetts,Oxford,3761,3573,0,0.000,0
Massachusetts,Paxton,1259,1612,0,0.000,0
Massachusetts,Petersham,0,0,0,0.000,0
Massachusetts,Phillipston,607,484,0,0.000,0
Massachusetts,Princeton,969,1514,0,0.000,0
Massachusetts,Royalston,357,404,0,0.000,0
Massachusetts,Rutland,2661,2800,0,0.000,0
Massachusetts,Shrewsbury,7004,13325,0,0.000,0
Massachusetts,Southborough,1779,4477,0,0.000,0
Massachusetts,Southbridge,3022,4074,0,0.000,0
Massachusetts,Spencer,3290,3005,0,0.000,0
Massachusetts,Sterling,0,0,0,0.000,0
Massachusetts,Sturbridge,2474,3387,0,0.000,0
Massachusetts,Sutton,3041,3042,0,0.000,0
Massachusetts,Templeton,2287,2060,0,0.000,0
Massachusetts,Upton,1956,3099,0,0.000,0
Massachusetts,Uxbridge,4090,4347,0,0.000,0
Massachusetts,Warren,1374,1146,0,0.000,0
Massachusetts,Webster,4002,4003,0,0.000,0
Massachusetts,Westborough,2756,7490,0,0.000,0
Massachusetts,West Boylston,1842,2742,0,0.000,0
Massachusetts,West Brookfield,1127,1137,0,0.000,0
Massachusetts,Westminster,2388,2556,0,0.000,0
Massachusetts,Winchendon,2657,2310,0,0.000,0
Massachusetts,Worcester,21018,48030,7,0.009,0
Michigan,Alcona County,4848,2142,0,0.000,26001
Michigan,Alger County,3014,2053,1,0.018,26003
Michigan,Allegan County,41381,24447,0,0.000,26005
Michigan,Alpena County,10686,6000,0,0.000,26007
Michigan,Antrim County,9783,7289,0,0.000,26009
Michigan,Arenac County,5928,2773,0,0.000,26011
Michigan,Baraga County,2512,1475,0,0.000,26013
Michigan,Barry County,23473,11804,1,0.003,26015
Michigan,Bay County,30919,21718,1,0.002,12005
Michigan,Benzie County,6600,5480,0,0.000,26019
Michigan,Berrien County,43518,37438,4,0.004,13019
Michigan,Branch County,14066,6161,1,0.004,26023
Michigan,Calhoun County,35900,28417,5,0.007,01015
Michigan,Cass County,16686,9122,0,0.000,17017
Michigan,Charlevoix County,9841,6939,1,0.005,26029
Michigan,Cheboygan County,10171,5435,0,0.000,26031
Michigan,Chippewa County,10682,6651,0,0.000,26033
Michigan,Clare County,10860,5200,1,0.006,26035
Michigan,Clinton County,25095,21963,0,0.000,17027
Michigan,Crawford County,4955,2612,1,0.012,05033
Michigan,Delta County,13206,7605,0,0.000,08029
Michigan,Dickinson County,8469,4569,0,0.000,19059
Michigan,Eaton County,31797,31297,4,0.006,26045
Michigan,Emmet County,12135,9662,0,0.000,19063
Michigan,Genesee County,99199,120082,7,0.003,26049
Michigan,Gladwin County,9893,4524,1,0.006,26051
Michigan,Gogebic County,4600,3573,0,0.000,26053
Michigan,Grand Traverse County,30502,28682,0,0.000,26055
Michigan,Gratiot County,12102,6693,0,0.000,26057
Michigan,Hillsdale County,17037,5883,0,0.000,26059
Michigan,Houghton County,10380,7755,0,0.000,26061
Michigan,Huron County,11949,5349,1,0.005,26063
Michigan,Ingham County,47640,94221,3,0.002,26065
Michigan,Ionia County,20655,10899,3,0.009,26067
Michigan,Iosco County,9760,5371,0,0.000,26069
Michigan,Iron County,4216,2493,0,0.000,26071
Michigan,Isabella County,14815,14072,0,0.000,26073
Michigan,Jackson County,47381,32004,3,0.003,01071
Michigan,Kalamazoo County,56823,83674,6,0.004,26077
Michigan,Kalkaska County,7436,3003,0,0.000,26079
Michigan,Kent County,165318,186753,9,0.002,10001
Michigan,Keweenaw County,862,672,0,0.000,26083
Michigan,Lake County,3946,2288,0,0.000,06033
Michigan,Lapeer County,35480,16368,0,0.000,26087
Michigan,Leelanau County,7915,8793,0,0.000,26089
Michigan,Lenawee County,31539,20916,1,0.002,26091
Michigan,Livingston County,76980,48218,2,0.001,17105
Michigan,Luce County,2109,842,0,0.000,26095
Michigan,Mackinac County,4258,2589,1,0.013,26097
Michigan,Macomb County,264535,225561,5,0.001,26099
Michigan,Manistee County,8321,6107,1,0.006,26101
Michigan,Marquette County,16288,20465,2,0.005,26103
Michigan,Mason County,10207,6802,1,0.005,17125
Michigan,Mecosta County,13265,7373,0,0.000,26107
Michigan,Menominee County,8120,4314,0,0.000,26109
Michigan,Midland County,27706,20513,1,0.002,26111
Michigan,Missaukee County,6648,1967,0,0.000,26113
Michigan,Monroe County,52710,32975,0,0.000,01099
Michigan,Montcalm County,21815,9703,1,0.003,26117
Michigan,Montmorency County,4171,1628,0,0.000,26119
Michigan,Muskegon County,44544,45508,0,0.000,26121
Michigan,Newaygo County,18864,7874,0,0.000,26123
Michigan,Oakland County,328313,438147,12,0.001,26125
Michigan,Oceana County,8892,4944,0,0.000,26127
Michigan,Ogemaw County,8253,3475,0,0.000,26129
Michigan,Ontonagon County,2358,1391,0,0.000,26131
Michigan,Osceola County,8928,3214,1,0.007,12097
Michigan,Oscoda County,3466,1342,0,0.000,26135
Michigan,Otsego County,9779,4743,1,0.006,26137
Michigan,Ottawa County,100511,64566,2,0.001,20143
Michigan,Presque Isle County,5343,2912,0,0.000,26141
Michigan,Roscommon County,9670,5166,1,0.006,26143
Michigan,Saginaw County,50785,51088,3,0.003,26145
Michigan,St. Clair County,59185,31363,1,0.001,01115
Michigan,St. Joseph County,18128,9262,1,0.003,18141
Michigan,Sanilac County,16194,5966,0,0.000,26151
Michigan,Schoolcraft County,3090,1589,0,0.000,26153
Michigan,Shiawassee County,23154,15371,0,0.000,26155
Michigan,Tuscola County,20310,8713,1,0.003,26157
Michigan,Van Buren County,21591,16800,0,0.000,05141
Michigan,Washtenaw County,56241,157130,1,0.000,26161
Michigan,Wayne County,264149,587074,40,0.004,13305
Michigan,Wexford County,12102,5838,0,0.000,26165
Minnesota,Aitkin County,6256,3604,2,0.018,27001
Minnesota,Anoka County,104851,100832,4,0.002,27003
Minnesota,Becker County,12452,6592,0,0.000,27005
Minnesota,Beltrami County,12181,11424,1,0.004,27007
Minnesota,Benton County,14375,7280,0,0.000,05007
Minnesota,Big Stone County,1862,1052,0,0.000,27011
Minnesota,Blue Earth County,16721,18319,2,0.005,27013
Minnesota,Brown County,9548,4745,0,0.000,17009
Minnesota,Carlton County,9787,10094,0,0.000,27017
Minnesota,Carver County,34006,30761,0,0.000,27019
Minnesota,Cass County,11619,6339,1,0.005,17017
Minnesota,Chippewa County,4250,2226,0,0.000,26033
Minnesota,Chisago County,21909,11798,1,0.003,27025
Minnesota,Clay County,15031,16345,0,0.000,01027
Minnesota,Clearwater County,3371,1258,0,0.000,16035
Minnesota,Cook County,1202,2494,0,0.000,13075
Minnesota,Cottonwood County,4164,1834,0,0.000,27033
Minnesota,Crow Wing County,25668,13723,1,0.002,27035
Minnesota,Dakota County,109033,145206,7,0.003,27037
Minnesota,Dodge County,8574,4074,0,0.000,13091
Minnesota,Douglas County,15790,7864,2,0.008,08035
Minnesota,Faribault County,5186,2529,0,0.000,27043
Minnesota,Fillmore County,7298,4551,1,0.008,27045
Minnesota,Freeborn County,9578,6889,1,0.006,27047
Minnesota,Goodhue County,16052,11802,0,0.000,27049
Minnesota,Grant County,2267,1299,2,0.051,05053
Minnesota,Hennepin County,205877,532373,25,0.003,27053
Minnesota,Houston County,6332,4851,0,0.000,01069
Minnesota,Hubbard County,8202,4462,1,0.007,27057
Minnesota,Isanti County,16484,7134,0,0.000,27059
Minnesota,Itasca County,15232,10784,1,0.003,27061
Minnesota,Jackson County,3945,1744,0,0.000,01071
Minnesota,Kanabec County,6276,2773,1,0.010,27065
Minnesota,Kandiyohi County,14433,8434,0,0.000,27067
Minnesota,Kittson County,1545,1006,0,0.000,27069
Minnesota,Koochiching County,4131,2657,0,0.000,27071
Minnesota,Lac qui Parle County,2527,1445,0,0.000,27073
Minnesota,Lake County,3392,3646,0,0.000,06033
Minnesota,Lake of the Woods County,1704,671,0,0.000,27077
Minnesota,Le Sueur County,10774,5669,1,0.006,27079
Minnesota,Lincoln County,2120,937,0,0.000,05079
Minnesota,Lyon County,7975,4624,0,0.000,19119
Minnesota,McLeod County,13982,6410,1,0.004,27085
Minnesota,Mahnomen County,1142,1110,0,0.000,27087
Minnesota,Marshall County,3716,1293,1,0.018,01095
Minnesota,Martin County,7476,3304,1,0.008,12085
Minnesota,Meeker County,9352,3865,0,0.000,27093
Minnesota,Mille Lacs County,9948,4401,1,0.006,27095
Minnesota,Morrison County,14815,4365,0,0.000,27097
Minnesota,Mower County,10067,8997,1,0.005,27099
Minnesota,Murray County,3362,1449,0,0.000,13213
Minnesota,Nicollet County,9016,9619,1,0.005,27103
Minnesota,Nobles County,5598,2928,0,0.000,27105
Minnesota,Norman County,1954,1404,0,0.000,27107
Minnesota,Olmsted County,39687,49486,1,0.001,27109
Minnesota,Otter Tail County,23794,11940,0,0.000,27111
Minnesota,Pennington County,4532,2567,0,0.000,27113
Minnesota,Pine County,10256,5416,1,0.006,27115
Minnesota,Pipestone County,3553,1306,0,0.000,27117
Minnesota,Polk County,9857,5435,0,0.000,05113
Minnesota,Pope County,4413,2478,0,0.000,05115
Minnesota,Ramsey County,77323,211357,17,0.005,27123
Minnesota,Red Lake County,1450,689,0,0.000,27125
Minnesota,Redwood County,5775,2358,0,0.000,27127
Minnesota,Renville County,5465,2497,0,0.000,27129
Minnesota,Rice County,17455,17386,0,0.000,20159
Minnesota,Rock County,3578,1554,0,0.000,27133
Minnesota,Roseau County,6053,2182,0,0.000,27135
Minnesota,St. Louis County,49214,67836,5,0.004,27137
Minnesota,Scott County,45840,40007,1,0.001,05127
Minnesota,Sherburne County,36205,18056,0,0.000,27141
Minnesota,Sibley County,5864,2417,0,0.000,27143
Minnesota,Stearns County,50960,31883,3,0.003,27145
Minnesota,Steele County,12472,7794,0,0.000,27147
Minnesota,Stevens County,3045,1921,0,0.000,20189
Minnesota,Swift County,3316,1784,0,0.000,27151
Minnesota,Todd County,9755,3286,0,0.000,21219
Minnesota,Traverse County,1173,662,0,0.000,27155
Minnesota,Wabasha County,8149,4691,0,0.000,27157
Minnesota,Wadena County,5517,2021,0,0.000,27159
Minnesota,Waseca County,6623,3494,0,0.000,27161
Minnesota,Washington County,73749,89136,2,0.001,01129
Minnesota,Watonwan County,3103,1987,1,0.018,27165
Minnesota,Wilkin County,2333,1027,0,0.000,27167
Minnesota,Winona County,13227,13330,0,0.000,27169
Minnesota,Wright County,53565,30854,0,0.000,19197
Minnesota,Yellow Medicine County,3734,1685,0,0.000,27173
Mississippi,Adams County,5222,6914,1,0.007,08001
Mississippi,Alcorn County,12689,2741,0,0.000,28003
Mississippi,Amite County,3781,2114,1,0.015,28005
Mississippi,Attala County,5178,3542,0,0.000,28007
Mississippi,Benton County,2553,1661,0,0.000,05007
Mississippi,Bolivar County,4260,7203,1,0.008,28011
Mississippi,Calhoun County,4592,1878,0,0.000,01015
Mississippi,Carroll County,3257,1203,0,0.000,05015
Mississippi,Chickasaw County,4173,3808,0,0.000,19037
Mississippi,Choctaw County,2971,1170,1,0.022,01023
Mississippi,Claiborne County,479,2337,0,0.000,28021
Mississippi,Clarke County,5372,2815,3,0.033,01025
Mississippi,Clay County,4147,5728,0,0.000,01027
Mississippi,Coahoma County,1846,5189,1,0.013,28027
Mississippi,Copiah County,5407,5227,1,0.009,28029
Mississippi,Covington County,5811,3382,0,0.000,01039
Mississippi,DeSoto County,45788,27733,10,0.012,12027
Mississippi,Forrest County,15326,10603,3,0.011,28035
Mississippi,Franklin County,2894,1476,0,0.000,01059
Mississippi,George County,9602,1208,2,0.017,28039
Mississippi,Greene County,4740,952,0,0.000,01063
Mississippi,Grenada County,4889,2866,1,0.012,28043
Mississippi,Hancock County,13999,3095,1,0.005,13141
Mississippi,Harrison County,41281,18499,10,0.015,18061
Mississippi,Hinds County,21242,59192,11,0.012,28049
Mississippi,Holmes County,1196,5182,1,0.014,12059
Mississippi,Humphreys County,1115,2994,0,0.000,28053
Mississippi,Issaquena County,308,355,0,0.000,28055
Mississippi,Itawamba County,9374,1230,1,0.009,28057
Mississippi,Jackson County,32563,12061,5,0.010,01071
Mississippi,Jasper County,4256,4287,0,0.000,13159
Mississippi,Jefferson County,529,3325,1,0.024,01073
Mississippi,Jefferson Davis County,1927,2645,0,0.000,28065
Mississippi,Jones County,19130,7017,0,0.000,13169
Mississippi,Kemper County,1609,2275,0,0.000,28069
Mississippi,Lafayette County,9878,6904,2,0.011,05073
Mississippi,Lamar County,20406,7205,2,0.007,01075
Mississippi,Lauderdale County,17812,12668,5,0.015,01077
Mississippi,Lawrence County,4254,2240,0,0.000,01079
Mississippi,Leake County,4973,3358,0,0.000,28079
Mississippi,Lee County,21297,9910,6,0.017,01081
Mississippi,Leflore County,2623,5444,0,0.000,28083
Mississippi,Lincoln County,10107,3978,2,0.013,05079
Mississippi,Lowndes County,13699,12913,3,0.010,01085
Mississippi,Madison County,26188,18931,3,0.006,01089
Mississippi,Marion County,7783,3421,1,0.008,01093
Mississippi,Marshall County,6591,6283,0,0.000,01095
Mississippi,Monroe County,9677,4565,2,0.013,01099
Mississippi,Montgomery County,2866,2084,0,0.000,01101
Mississippi,Neshoba County,8311,3247,3,0.024,28099
Mississippi,Newton County,6037,2542,0,0.000,05101
Mississippi,Noxubee County,1057,2867,0,0.000,28103
Mississippi,Oktibbeha County,8972,10257,0,0.000,28105
Mississippi,Panola County,7976,7276,0,0.000,28107
Mississippi,Pearl River County,19283,4068,1,0.004,28109
Mississippi,Perry County,4426,1340,0,0.000,01105
Mississippi,Pike County,7106,7328,0,0.000,01109
Mississippi,Pontotoc County,11425,2580,1,0.006,28115
Mississippi,Prentiss County,8274,2128,0,0.000,28117
Mississippi,Quitman County,1020,2138,0,0.000,13239
Mississippi,Rankin County,39025,13496,7,0.012,28121
Mississippi,Scott County,5688,3575,1,0.010,05127
Mississippi,Sharkey County,687,1440,0,0.000,28125
Mississippi,Simpson County,6552,3384,1,0.009,21213
Mississippi,Smith County,5697,1518,0,0.000,20183
Mississippi,Stone County,5239,1208,2,0.028,05137
Mississippi,Sunflower County,2361,5118,0,0.000,28133
Mississippi,Tallahatchie County,2228,2636,0,0.000,28135
Mississippi,Tate County,5529,2744,1,0.011,28137
Mississippi,Tippah County,7987,1906,2,0.018,28139
Mississippi,Tishomingo County,7854,1050,2,0.020,28141
Mississippi,Tunica County,912,2525,1,0.026,28143
Mississippi,Union County,9052,1792,2,0.017,05139
Mississippi,Walthall County,0,0,0,0.000,28147
Mississippi,Warren County,10236,10681,0,0.000,13301
Mississippi,Washington County,4114,6218,5,0.044,01129
Mississippi,Wayne County,6264,3592,0,0.000,13305
Mississippi,Webster County,4255,1024,1,0.017,13307
Mississippi,Wilkinson County,1188,2364,0,0.000,13319
Mississippi,Winston County,5084,4009,0,0.000,01133
Mississippi,Yalobusha County,3658,2767,4,0.057,28161
Mississippi,Yazoo County,4370,4533,0,0.000,28163
Missouri,Adair County,6391,3705,0,0.000,19001
Missouri,Andrew County,7255,2351,0,0.000,29003
Missouri,Atchison County,2199,564,0,0.000,20005
Missouri,Audrain County,7727,2703,1,0.009,29007
Missouri,Barry County,12425,2948,3,0.018,26015
Missouri,Barton County,5168,844,1,0.015,20009
Missouri,Bates County,6595,1672,1,0.011,29013
Missouri,Benton County,8106,2179,0,0.000,05007
Missouri,Bollinger County,5162,749,0,0.000,29017
Missouri,Boone County,38596,49999,4,0.004,05009
Missouri,Buchanan County,22450,13445,6,0.015,19019
Missouri,Butler County,14599,3301,3,0.015,01013
Missouri,Caldwell County,3725,897,0,0.000,21033
Missouri,Callaway County,14812,5868,1,0.004,29027
Missouri,Camden County,18825,5640,0,0.000,13039
Missouri,Cape Girardeau County,28873,10738,2,0.005,29031
Missouri,Carroll County,3706,785,0,0.000,05015
Missouri,Carter County,2451,418,0,0.000,21043
Missouri,Cass County,37172,19035,3,0.005,17017
Missouri,Cedar County,5786,1143,1,0.013,19031
Missouri,Chariton County,3109,916,0,0.000,29041
Missouri,Christian County,34904,11126,2,0.004,17021
Missouri,Clark County,2672,678,0,0.000,05019
Missouri,Clay County,64583,59519,12,0.009,01027
Missouri,Clinton County,7789,2894,1,0.009,17027
Missouri,Cole County,26066,12687,2,0.005,29051
Missouri,Cooper County,6272,2249,0,0.000,29053
Missouri,Crawford County,8725,2113,3,0.025,05033
Missouri,Dade County,3414,656,1,0.022,12025
Missouri,Dallas County,6620,1380,1,0.011,01047
Missouri,Daviess County,3077,740,1,0.024,18027
Missouri,DeKalb County,3827,930,2,0.038,01049
Missouri,Dent County,5987,1056,0,0.000,29065
Missouri,Douglas County,5896,1012,0,0.000,08035
Missouri,Dunklin County,8135,2200,2,0.018,29069
Missouri,Franklin County,38034,14561,2,0.003,01059
Missouri,Gasconade County,6222,1601,0,0.000,29073
Missouri,Gentry County,2580,613,0,0.000,29075
Missouri,Greene County,81312,53307,15,0.010,01063
Missouri,Grundy County,3585,799,0,0.000,17063
Missouri,Harrison County,3198,597,0,0.000,18061
Missouri,Henry County,8019,2615,1,0.009,01067
Missouri,Hickory County,3965,1054,0,0.000,29085
Missouri,Holt County,1976,338,1,0.039,29087
Missouri,Howard County,3552,1412,0,0.000,05061
Missouri,Howell County,15174,3214,1,0.005,29091
Missouri,Iron County,3596,945,0,0.000,26071
Missouri,Jackson County,125897,198031,48,0.013,01071
Missouri,Jasper County,37714,13539,3,0.005,13159
Missouri,Jefferson County,77021,37507,2,0.002,01073
Missouri,Johnson County,15468,6961,3,0.012,05071
Missouri,Knox County,1486,340,0,0.000,17095
Missouri,Laclede County,13755,2779,1,0.005,29105
Missouri,Lafayette County,12262,4470,1,0.005,05073
Missouri,Lawrence County,14421,3214,1,0.005,01079
Missouri,Lewis County,3541,984,0,0.000,16061
Missouri,Lincoln County,21702,6553,0,0.000,05079
Missouri,Linn County,4344,1274,0,0.000,19113
Missouri,Livingston County,5266,1409,1,0.014,17105
Missouri,McDonald County,7465,1437,0,0.000,29119
Missouri,Macon County,6075,1661,0,0.000,01087
Missouri,Madison County,4581,1017,0,0.000,01089
Missouri,Maries County,3890,814,0,0.000,29125
Missouri,Marion County,9910,3201,0,0.000,01093
Missouri,Mercer County,1541,222,0,0.000,17131
Missouri,Miller County,10175,2038,0,0.000,05091
Missouri,Mississippi County,3537,1178,0,0.000,05093
Missouri,Moniteau County,5738,1307,0,0.000,29135
Missouri,Monroe County,3466,931,0,0.000,01099
Missouri,Montgomery County,4457,1206,0,0.000,01101
Missouri,Morgan County,7439,1924,1,0.010,01103
Missouri,New Madrid County,5447,1748,0,0.000,29143
Missouri,Newton County,22090,5793,1,0.003,05101
Missouri,Nodaway County,6855,2849,0,0.000,29147
Missouri,Oregon County,3847,823,0,0.000,29149
Missouri,Osage County,6341,1031,0,0.000,20139
Missouri,Ozark County,4064,752,0,0.000,29153
Missouri,Pemiscot County,4116,1556,0,0.000,29155
Missouri,Perry County,7634,1661,0,0.000,01105
Missouri,Pettis County,13835,4776,3,0.015,29159
Missouri,Phelps County,13438,5619,0,0.000,29161
Missouri,Pike County,5856,1717,0,0.000,01109
Missouri,Platte County,29251,28111,1,0.002,29165
Missouri,Polk County,11849,2883,0,0.000,05113
Missouri,Pulaski County,10326,3735,0,0.000,05119
Missouri,Putnam County,1984,361,0,0.000,12107
Missouri,Ralls County,4396,1205,0,0.000,29173
Missouri,Randolph County,8018,2485,0,0.000,01111
Missouri,Ray County,8328,3107,0,0.000,29177
Missouri,Reynolds County,2733,529,0,0.000,29179
Missouri,Ripley County,4838,833,0,0.000,18137
Missouri,St. Charles County,128193,89346,4,0.002,29183
Missouri,St. Clair County,3930,988,0,0.000,01115
Missouri,Ste. Genevieve County,6627,2713,0,0.000,29186
Missouri,St. Francois County,20506,7044,2,0.007,29187
Missouri,St. Louis County,196808,322802,2,0.000,27137
Missouri,Saline County,6447,2903,0,0.000,05125
Missouri,Schuyler County,1606,373,0,0.000,17169
Missouri,Scotland County,1560,387,0,0.000,29199
Missouri,Scott County,13769,3753,1,0.005,05127
Missouri,Shannon County,3164,706,0,0.000,29203
Missouri,Shelby County,2700,592,0,0.000,01117
Missouri,Stoddard County,11460,1814,0,0.000,29207
Missouri,Stone County,14716,3486,1,0.005,05137
Missouri,Sullivan County,1974,478,0,0.000,18153
Missouri,Taney County,20426,5325,1,0.004,29213
Missouri,Texas County,9478,1716,0,0.000,29215
Missouri,Vernon County,7135,1902,1,0.010,29217
Missouri,Warren County,13222,4769,0,0.000,13301
Missouri,Washington County,8046,1804,1,0.009,01129
Missouri,Wayne County,4984,844,0,0.000,13305
